id,T,U,obs.D0,obs.D1,obs.D2,Q1,Q2,SC1.D0,SC1.D1,SC1.D2,SC2.D0,SC2.D1,SC2.D2,SC3.D0,SC3.D1,SC3.D2,SC4.D0,SC4.D1,SC4.D2,SC5.D0,SC5.D1,SC5.D2,SC6.D0,SC6.D1,SC6.D2,SC7.D0,SC7.D1,SC7.D2
101_70,25,26,8,5.164,3.674,3,3,1.04,1.04,1.04,2.43,2.258,2.071,3.781,3.233,2.754,5.372,4.11,3.239,6.558,4.625,3.468,7.46,4.967,3.602,8,5.164,3.674
102_19,7,15,10,8.813,7.759,7,1,2.143,2.143,2.143,2.143,2.143,2.143,3.952,3.848,3.709,5.486,5.221,4.903,6.8,6.347,5.844,7.952,7.289,6.605,10.955,9.446,8.207
102_57,9,10,4,3.299,2.941,2,0,1.111,1.111,1.111,1.111,1.111,1.111,1.889,1.805,1.709,2.81,2.558,2.339,3.556,3.08,2.778,3.556,3.08,2.778,4,3.299,2.941
102_69,14,23,8,6.104,5.136,4,0,1.643,1.643,1.643,2.846,2.73,2.592,3.747,3.484,3.211,5.46,4.772,4.216,6.538,5.443,4.708,7.14,5.75,4.917,8.272,6.204,5.193
102_71,4,13,11,10.089,8.895,10,0,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,6,5.843,5.633,6,5.843,5.633,11,10.089,8.895
103_21,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
103_22,5,7,4,3.17,2.579,3,0,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,4,3.17,2.579
103_51,22,36,11,5.913,3.541,5,3,1.636,1.636,1.636,3.299,2.944,2.621,4.603,3.682,2.98,6.749,4.603,3.279,8.772,5.287,3.432,10.01,5.648,3.498,11.215,5.969,3.55
103_52,36,52,9,4.523,2.776,2,2,1.444,1.444,1.444,3.205,2.683,2.293,4.854,3.378,2.542,6.957,4.015,2.688,7.865,4.25,2.73,8.618,4.434,2.762,9.053,4.535,2.778
103_53,32,41,10,4.838,2.903,4,3,1.281,1.281,1.281,3.062,2.62,2.258,4.333,3.243,2.534,6.618,4.031,2.758,8.053,4.409,2.834,9.312,4.694,2.881,10,4.838,2.903
103_54,7,21,12,10.585,9.383,6,4,3,3,3,3,3,3,5.381,5.2,4.974,7.286,6.854,6.371,8.829,8.128,7.412,10.095,9.131,8.217,12,10.585,9.383
103_55,14,15,4,3.225,2.848,1,1,1.071,1.071,1.071,1.791,1.707,1.613,2.283,2.108,1.941,3.091,2.712,2.434,3.532,2.988,2.66,3.753,3.104,2.752,4,3.225,2.848
103_56,7,10,5,4.353,3.846,2,2,1.429,1.429,1.429,1.429,1.429,1.429,2.476,2.375,2.256,3.257,3.03,2.795,3.857,3.505,3.175,4.333,3.862,3.456,5,4.353,3.846
103_57,7,9,3,2.552,2.314,1,0,1.286,1.286,1.286,1.286,1.286,1.286,1.952,1.842,1.736,2.314,2.123,1.965,2.543,2.29,2.104,2.714,2.403,2.197,2.714,2.403,2.197
104_51,7,8,5,4,3.2,4,0,1.143,1.143,1.143,1.143,1.143,1.143,2,1.922,1.829,2.686,2.495,2.286,3.857,3.338,2.857,3.857,3.338,2.857,5,4,3.2
104_57,8,10,4,3.216,2.778,2,0,1.25,1.25,1.25,1.25,1.25,1.25,2.036,1.933,1.823,2.554,2.344,2.152,3.232,2.82,2.514,3.5,2.977,2.625,4,3.216,2.778
105_32,34,56,11,6.819,5.192,2,5,1.647,1.647,1.647,4.318,3.885,3.487,6.103,5.026,4.284,8.196,5.931,4.796,9.492,6.35,4.991,10.51,6.653,5.12,11,6.819,5.192
105_33,11,21,13,10.723,8.647,9,2,1.909,1.909,1.909,3.545,3.458,3.341,4.976,4.746,4.455,7.411,6.787,6.074,9.485,8.366,7.196,11.327,9.648,8.018,13.783,11.198,8.909
105_49,6,8,6,5.299,4.571,5,0,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.467,2.403,2.319,4.333,4.033,3.678,4.333,4.033,3.678,6,5.299,4.571
106_31,6,11,5,4.341,3.903,2,1,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,3,2.85,2.689,3.75,3.455,3.184,4.267,3.849,3.507,5,4.341,3.903
107_21,9,11,4,2.424,1.806,3,0,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,4.296,2.496,1.817
108_27,5,6,3,3,3,0,3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.1,2.018,1.92,2.7,2.546,2.4,2.7,2.546,2.4,2.7,2.546,2.4
11_48,16,19,5,4.351,3.967,1,0,1.188,1.188,1.188,2.075,1.993,1.896,3.244,2.965,2.702,4.146,3.674,3.304,4.573,4.02,3.627,4.742,4.162,3.771,4.875,4.268,3.881
11_49,30,60,15,11.428,8.955,2,5,2,2,2,6.06,5.567,5.033,8.631,7.483,6.424,11.77,9.496,7.741,13.534,10.515,8.374,14.547,11.108,8.745,15.057,11.479,8.99
110_27,22,30,9,6.338,5.056,4,1,1.364,1.364,1.364,3.224,3.013,2.783,4.429,3.954,3.515,6.01,5,4.262,7.378,5.706,4.709,8.244,6.069,4.915,9.178,6.395,5.085
113_23,4,9,4,3.572,3.24,1,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.167,2.984,2.826,3.167,2.984,2.826,4,3.572,3.24
113_33,8,8,6,5.657,5.333,4,2,1,1,1,1,1,1,1.929,1.903,1.867,2.786,2.717,2.625,4.286,4.102,3.889,4.929,4.684,4.421,6,5.657,5.333
114_23,6,7,3,2.6,2.333,1,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.867,1.768,1.667,2.3,2.112,1.944,2.6,2.332,2.121,3,2.6,2.333
114_50,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
114_52,8,8,3,2.649,2.462,1,0,1,1,1,1,1,1,1.679,1.601,1.514,2.125,1.971,1.826,2.607,2.369,2.188,2.75,2.485,2.301,2.75,2.485,2.301
115_50,7,13,8,6.856,5.828,5,2,1.857,1.857,1.857,1.857,1.857,1.857,3.333,3.222,3.082,4.543,4.267,3.951,5.571,5.1,4.599,6.476,5.786,5.101,8,6.856,5.828
120_50,16,18,6,3.975,2.842,2,3,1.125,1.125,1.125,1.85,1.759,1.66,2.842,2.489,2.177,3.975,3.116,2.513,4.875,3.515,2.679,5.55,3.787,2.777,6,3.975,2.842
121_2,4,9,5,4.586,4.263,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,3.667,3.481,3.284,3.667,3.481,3.284,5,4.586,4.263
121_38,14,18,6,3.18,2.132,4,1,1.286,1.286,1.286,1.835,1.729,1.635,2.253,1.996,1.798,3.407,2.499,1.997,4.462,2.82,2.073,5.11,2.983,2.103,6,3.18,2.132
121_48,25,57,12,8.361,6.727,4,1,2.28,2.28,2.28,4.994,4.604,4.215,7.173,6.152,5.35,9.157,7.277,6.096,10.391,7.829,6.433,11.338,8.167,6.624,12.157,8.402,6.748
122_2,5,7,3,2.942,2.882,0,2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.3,2.186,2.063,2.8,2.613,2.45,2.8,2.613,2.45,2.8,2.613,2.45
122_36,6,14,5,4.057,3.5,2,0,2.333,2.333,2.333,2.333,2.333,2.333,2.333,2.333,2.333,3.267,3.079,2.917,4.333,3.743,3.333,4.333,3.743,3.333,5,4.057,3.5
122_38,41,62,10,5.27,3.732,4,1,1.512,1.512,1.512,4.033,3.422,2.952,5.353,4.074,3.301,7.25,4.716,3.565,8.38,4.99,3.655,9.291,5.162,3.704,10,5.27,3.732
122_39,9,13,3,2.88,2.77,0,0,1.444,1.444,1.444,1.444,1.444,1.444,2.222,2.098,1.977,2.841,2.604,2.423,2.944,2.711,2.538,3,2.823,2.683,3,2.823,2.683
122_45,23,36,9,4.955,3.447,5,0,1.565,1.565,1.565,3.097,2.796,2.526,4.076,3.389,2.88,5.848,4.153,3.218,6.949,4.494,3.33,8.126,4.783,3.408,9,4.955,3.447
122_46,17,29,6,4.33,3.705,2,1,1.706,1.706,1.706,2.684,2.538,2.391,3.699,3.303,2.993,4.474,3.781,3.354,5.184,4.087,3.563,5.625,4.228,3.648,6,4.33,3.705
122_47,10,14,5,3.5,2.649,2,2,1.4,1.4,1.4,1.4,1.4,1.4,2.133,2.013,1.897,3.133,2.664,2.306,3.933,3.054,2.485,4.556,3.317,2.585,5,3.5,2.649
127_47,7,13,4,3.311,2.77,0,3,1.857,1.857,1.857,1.857,1.857,1.857,2.571,2.425,2.299,3.143,2.772,2.498,3.571,3.001,2.61,3.857,3.154,2.683,3.857,3.154,2.683
13_25,11,13,3,1.988,1.61,1,1,1.182,1.182,1.182,1.527,1.447,1.384,1.764,1.587,1.468,2.182,1.759,1.543,2.527,1.865,1.577,2.8,1.937,1.597,3.076,2.007,1.614
13_67,55,129,20,10.246,6.57,5,4,2.345,2.345,2.345,7.609,6.239,5.163,11.059,7.824,5.868,14.945,9.085,6.278,17.516,9.725,6.447,19.191,10.084,6.533,20,10.246,6.57
131_43,14,16,8,6.622,5.565,4,2,1.143,1.143,1.143,2.121,2.068,1.998,2.964,2.829,2.661,4.917,4.456,3.984,6.324,5.507,4.776,7.074,6.023,5.147,8,6.622,5.565
133_41,6,8,4,2.926,2.286,3,0,2,1.886,1.778,2,1.886,1.778,2,1.886,1.778,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,4,2.926,2.286
134_40,38,55,14,6.89,4.093,8,1,1.447,1.447,1.447,4.398,3.693,3.087,6.35,4.692,3.531,9.098,5.738,3.858,10.901,6.255,3.979,12.715,6.658,4.056,14,6.89,4.093
134_41,21,28,9,4.321,2.562,5,3,1.333,1.333,1.333,2.526,2.244,2.007,3.476,2.736,2.233,5.2,3.37,2.414,6.695,3.79,2.491,7.962,4.093,2.535,9.225,4.369,2.567
134_42,16,26,8,5.061,3.634,4,1,1.625,1.625,1.625,2.583,2.446,2.305,3.875,3.35,2.914,5.271,4.086,3.286,6.338,4.528,3.463,7.223,4.833,3.567,8,5.061,3.634
135_37,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
135_42,11,16,7,4.263,2.844,5,1,1.455,1.455,1.455,2.236,2.111,1.989,2.855,2.542,2.267,4,3.156,2.552,5.073,3.609,2.697,6.073,3.968,2.785,7.437,4.392,2.867
135_44,6,6,3,2.381,2,2,0,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.667,2.226,1.923,2.667,2.226,1.923,3,2.381,2
136_36,26,86,18,13.011,9.968,3,3,3.308,3.308,3.308,7.35,6.763,6.163,10.953,9.257,7.858,14.386,11.191,8.981,16.242,12.13,9.49,17.478,12.748,9.824,18.107,13.065,9.997
136_37,14,26,9,6.231,4.63,4,2,1.857,1.857,1.857,3.055,2.904,2.741,3.953,3.601,3.258,5.917,4.844,4.015,7.324,5.545,4.352,8.074,5.869,4.49,9,6.231,4.63
136_39,9,11,5,3.649,2.814,3,1,1.222,1.222,1.222,1.222,1.222,1.222,2,1.9,1.793,3.056,2.671,2.338,3.5,2.934,2.49,4.306,3.343,2.689,5,3.649,2.814
137_29,6,8,5,4.456,4,3,1,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.4,2.321,2.222,3.25,3.064,2.857,3.933,3.634,3.333,5,4.456,4
137_37,13,48,19,15.362,13.091,8,3,3.692,3.692,3.692,6.564,6.33,6.042,8.829,8.276,7.669,12.141,10.914,9.774,15.419,13.246,11.559,17.028,14.261,12.308,19,15.362,13.091
139_43,5,9,7,6.614,6.231,5,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,3.4,3.333,3.24,4.8,4.629,4.418,6,5.715,5.4,7,6.614,6.231
14_25,28,40,8,5.058,3.587,2,1,1.429,1.429,1.429,2.98,2.707,2.446,4.411,3.591,2.977,6.132,4.388,3.338,6.962,4.708,3.462,7.61,4.934,3.544,8.069,5.078,3.594
14_67,6,6,4,3.78,3.6,2,2,1,1,1,1,1,1,1,1,1,1.867,1.823,1.765,2.6,2.494,2.368,3.2,3.031,2.857,4,3.78,3.6
140_30,9,14,8,6.464,5.158,5,2,1.556,1.556,1.556,1.556,1.556,1.556,2.778,2.682,2.562,4.659,4.239,3.787,5.444,4.819,4.188,6.833,5.749,4.764,8,6.464,5.158
141_22,21,30,16,11.036,7.377,12,1,1.429,1.429,1.429,3.695,3.512,3.28,5.522,5.014,4.427,8.58,7.172,5.774,11.241,8.744,6.539,13.683,9.992,7.033,16.567,11.272,7.448
141_40,5,7,4,3.586,3.267,2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.4,2.297,2.178,3.6,3.288,3.015,3.6,3.288,3.015,4,3.586,3.267
141_49,25,41,15,12.076,9.83,5,2,1.64,1.64,1.64,4.312,4.127,3.892,7.295,6.639,5.926,10.643,9.149,7.772,12.757,10.613,8.8,14.151,11.544,9.456,15.194,12.189,9.91
141_50,36,57,16,11.427,9.417,7,2,1.583,1.583,1.583,5.108,4.786,4.419,8.02,7.122,6.3,11.274,9.338,8.003,12.933,10.223,8.64,14.783,11.004,9.158,16,11.427,9.417
142_15,10,14,9,7.729,6.533,6,2,1.4,1.4,1.4,1.4,1.4,1.4,2.622,2.564,2.485,4.662,4.387,4.055,6.329,5.76,5.138,7.756,6.844,5.929,9.559,8.11,6.785
142_16,32,63,15,11.825,10.309,4,2,1.969,1.969,1.969,6.15,5.729,5.269,8.683,7.762,6.928,11.75,9.998,8.768,13.166,10.896,9.528,14.333,11.519,10.055,15,11.825,10.309
142_30,39,61,16,11.544,9.098,4,5,1.564,1.564,1.564,5.891,5.407,4.886,8.531,7.403,6.396,11.809,9.469,7.816,13.668,10.441,8.43,15.136,11.137,8.852,16,11.544,9.098
142_39,6,9,6,5.67,5.4,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.8,2.735,2.647,3.9,3.741,3.553,4.8,4.547,4.286,6,5.67,5.4
142_50,31,67,14,8.495,6.572,6,2,2.161,2.161,2.161,5.588,5.02,4.504,7.336,6.175,5.329,9.62,7.274,6.007,11.34,7.854,6.302,12.987,8.278,6.488,14,8.495,6.572
143_15,13,18,8,5.67,4.05,4,3,1.385,1.385,1.385,2.372,2.27,2.152,3.157,2.906,2.639,4.461,3.814,3.223,6.077,4.732,3.681,6.962,5.174,3.864,8,5.67,4.05
143_51,16,18,5,3.3,2.418,1,3,1.125,1.125,1.125,1.767,1.671,1.574,2.597,2.246,1.966,3.538,2.715,2.201,4.25,2.998,2.312,4.737,3.181,2.376,5,3.3,2.418
144_23,9,24,7,5.476,4.8,3,0,2.667,2.667,2.667,2.667,2.667,2.667,4,3.771,3.556,5.254,4.683,4.267,6.333,5.247,4.667,6.333,5.247,4.667,7,5.476,4.8
144_25,7,8,3,2.649,2.462,1,0,1.143,1.143,1.143,1.143,1.143,1.143,1.857,1.763,1.662,2.286,2.113,1.959,2.543,2.325,2.151,2.543,2.325,2.151,2.543,2.325,2.151
144_30,43,83,18,9.669,6.349,6,5,1.93,1.93,1.93,6.005,5.204,4.489,8.959,6.827,5.381,12.318,8.129,5.902,14.993,8.923,6.151,16.901,9.408,6.283,18,9.669,6.349
144_38,7,16,11,10.041,9.143,7,3,2.286,2.286,2.286,2.286,2.286,2.286,4.286,4.192,4.063,6.029,5.787,5.486,7.543,7.127,6.649,8.857,8.257,7.619,11,10.041,9.143
144_39,9,21,13,9.62,6.582,10,2,2.333,2.333,2.333,2.333,2.333,2.333,4.028,3.86,3.664,6.889,6.038,5.124,8.222,6.912,5.568,10.722,8.395,6.18,13,9.62,6.582
144_41,5,8,6,5.299,4.571,5,0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,2.9,2.81,2.695,5,4.574,4.096,4,3.768,3.491,6,5.299,4.571
144_43,11,14,6,4.649,3.769,3,1,1.273,1.273,1.273,2.2,2.109,2.002,2.909,2.697,2.475,3.968,3.482,3.051,4.776,3.996,3.389,5.121,4.195,3.511,6.256,4.767,3.832
144_50,19,23,10,7.318,5.454,5,3,1.211,1.211,1.211,2.205,2.139,2.054,3.773,3.481,3.152,6.053,5.14,4.302,7.78,6.178,4.897,9.158,6.904,5.262,10,7.318,5.454
144_57,10,13,4,2.976,2.522,2,0,1.3,1.3,1.3,1.3,1.3,1.3,2,1.888,1.779,2.729,2.416,2.181,3.6,2.848,2.458,3.6,2.848,2.458,4,2.976,2.522
145_15,4,5,3,2.872,2.778,1,2,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.167,2.078,1.974,2.167,2.078,1.974,3,2.872,2.778
145_24,6,17,6,5.826,5.667,0,2,2.833,2.833,2.833,2.833,2.833,2.833,2.833,2.833,2.833,4.533,4.295,4.048,5.45,5.059,4.722,5.867,5.466,5.152,6,5.692,5.449
145_44,40,105,31,21.762,17.04,13,4,2.625,2.625,2.625,10.201,9.435,8.582,15.031,13.189,11.475,21.212,17.234,14.313,25.383,19.438,15.713,28.605,20.86,16.546,31,21.762,17.04
145_49,13,14,10,8.533,7,8,1,1.077,1.077,1.077,2.064,2.033,1.988,2.976,2.889,2.769,4.62,4.367,4.038,6.788,6.172,5.441,8.115,7.191,6.154,10.603,8.94,7.237
145_50,7,8,5,4.456,4,3,1,1.143,1.143,1.143,1.143,1.143,1.143,2.095,2.036,1.959,2.886,2.741,2.571,3.543,3.303,3.048,4.095,3.759,3.429,5,4.456,4
145_51,19,32,12,8.667,6.649,6,1,1.684,1.684,1.684,3.012,2.908,2.78,5.002,4.573,4.119,7.676,6.456,5.427,9.558,7.538,6.069,11.032,8.258,6.451,12,8.667,6.649
145_58,7,9,3,2.552,2.314,1,0,1.286,1.286,1.286,1.286,1.286,1.286,1.952,1.842,1.736,2.314,2.123,1.965,2.543,2.29,2.104,2.714,2.403,2.197,2.714,2.403,2.197
146_25,4,8,3,2.828,2.667,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2.667,2.52,2.4,2.667,2.52,2.4,2.667,2.52,2.4
146_26,5,5,3,2.586,2.273,2,0,1,1,1,1,1,1,1,1,1,1.7,1.625,1.538,2.6,2.337,2.105,2.2,2.037,1.875,3,2.586,2.273
146_28,8,10,7,6.598,6.25,4,3,1.25,1.25,1.25,1.25,1.25,1.25,2.393,2.356,2.303,3.429,3.33,3.201,5.179,4.928,4.654,5.893,5.572,5.25,7,6.598,6.25
146_32,5,12,10,9.524,9,8,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,4.6,4.531,4.431,6.6,6.414,6.171,8.4,8.073,7.68,10,9.524,9
146_41,16,34,13,11.186,9.966,4,2,2.125,2.125,2.125,3.908,3.802,3.661,6.669,6.223,5.734,9.401,8.442,7.571,11.091,9.757,8.684,12.193,10.601,9.43,13.234,11.344,10.112
146_42,37,68,19,14.422,11.796,6,2,1.838,1.838,1.838,6.05,5.688,5.262,9.744,8.67,7.632,14.025,11.663,9.85,16.235,13.001,10.806,17.971,13.936,11.462,19,14.422,11.796
146_43,12,30,16,13.989,12.5,8,3,2.5,2.5,2.5,4.682,4.578,4.435,6.582,6.313,5.978,9.672,9.002,8.283,12.02,10.945,9.923,13.845,12.394,11.149,16,13.989,12.5
146_51,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
147_30,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
147_37,43,118,22,15.407,12.388,6,0,2.744,2.744,2.744,9.392,8.47,7.572,13.52,11.353,9.707,17.153,13.385,11.098,19.487,14.471,11.803,21.154,15.135,12.222,22.138,15.447,12.412
147_40,21,55,26,20.799,17.09,14,4,2.619,2.619,2.619,7.029,6.769,6.431,10.587,9.888,9.071,15.992,14.233,12.49,19.991,17.118,14.607,23.212,19.199,16.047,26.648,21.145,17.308
147_41,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
147_42,11,11,7,6.336,5.762,4,2,1,1,1,1.909,1.878,1.833,2.733,2.649,2.538,4.152,3.927,3.667,5.303,4.923,4.529,6.236,5.708,5.211,7,6.336,5.762
147_56,34,47,20,15.749,13.071,10,3,1.382,1.382,1.382,4.916,4.724,4.474,8.522,7.862,7.132,12.924,11.319,9.868,15.626,13.2,11.282,18.148,14.748,12.391,20.289,15.895,13.167
147_57,21,30,11,6.104,3.814,7,2,1.429,1.429,1.429,3.095,2.818,2.541,4.308,3.604,3.01,6.333,4.596,3.432,8.064,5.247,3.627,9.61,5.728,3.74,11,6.104,3.814
147_58,25,39,9,5.837,4.409,3,2,1.56,1.56,1.56,3.381,3.104,2.83,4.934,4.158,3.553,6.535,4.978,4.019,7.643,5.411,4.228,8.478,5.683,4.346,9,5.837,4.409
148_33,4,17,14,13.311,12.565,11,3,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,8,7.834,7.605,8,7.834,7.605,14,13.311,12.565
148_52,12,21,12,10.585,9.383,6,4,1.75,1.75,1.75,3.303,3.237,3.146,4.682,4.508,4.285,6.997,6.544,6.034,8.838,8.081,7.312,10.314,9.266,8.288,12,10.585,9.383
148_56,13,16,11,9.718,8.533,8,1,1.231,1.231,1.231,2.372,2.34,2.294,3.43,3.343,3.222,5.326,5.077,4.764,7.725,7.154,6.519,9.108,8.283,7.431,11,9.718,8.533
148_57,13,14,6,5.668,5.444,1,2,1.077,1.077,1.077,2.013,1.967,1.904,2.818,2.702,2.56,4.079,3.809,3.534,5.254,4.84,4.495,5.682,5.263,4.943,6,5.668,5.444
148_58,14,19,6,4.179,3.374,3,1,1.357,1.357,1.357,2.231,2.12,2.001,2.83,2.597,2.377,3.968,3.358,2.928,4.819,3.765,3.172,5.324,3.958,3.272,6,4.179,3.374
149_15,10,10,4,3.389,2.941,1,2,1,1,1,1,1,1,1.733,1.662,1.579,2.71,2.459,2.222,3.333,2.913,2.571,3.756,3.202,2.791,4,3.389,2.941
149_28,6,7,4,3.17,2.579,3,0,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.5,2.286,2.076,1.933,1.84,1.738,1.933,1.84,1.738,4,3.17,2.579
149_34,10,15,5,3.811,3.169,2,1,1.5,1.5,1.5,1.5,1.5,1.5,2.378,2.25,2.12,3.395,2.994,2.673,4.062,3.384,2.928,4.578,3.634,3.074,5,3.811,3.169
149_35,27,38,12,7.629,5.554,6,2,1.407,1.407,1.407,3.373,3.155,2.913,5.272,4.589,3.977,7.835,6.057,4.865,9.468,6.764,5.207,10.828,7.258,5.414,12.217,7.692,5.576
149_55,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
149_56,6,7,5,4.711,4.455,3,2,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.2,2.156,2.094,3.1,2.987,2.849,3.867,3.68,3.475,5,4.711,4.455
149_57,21,26,16,12.874,10.242,12,1,1.238,1.238,1.238,3.44,3.347,3.219,5.346,5.078,4.734,8.542,7.77,6.898,11.239,9.813,8.37,13.683,11.468,9.435,16,12.874,10.242
149_58,12,14,9,8.533,8.167,4,5,1.167,1.167,1.167,2.258,2.231,2.191,3.273,3.199,3.098,5.076,4.872,4.631,6.576,6.234,5.877,7.773,7.325,6.91,9,8.533,8.167
150_14,6,10,6,5,4.167,4,1,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,2.867,2.745,2.604,3.8,3.511,3.205,4.6,4.103,3.623,6,5,4.167
150_32,6,7,4,3.586,3.267,2,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.067,1.991,1.899,2.75,2.581,2.402,3.267,3.011,2.768,4,3.586,3.267
