id,T,U,obs.D0,obs.D1,obs.D2,Q1,Q2,SC1.D0,SC1.D1,SC1.D2,SC2.D0,SC2.D1,SC2.D2,SC3.D0,SC3.D1,SC3.D2,SC4.D0,SC4.D1,SC4.D2,SC5.D0,SC5.D1,SC5.D2,SC6.D0,SC6.D1,SC6.D2,SC7.D0,SC7.D1,SC7.D2
150_58,5,6,4,3.464,3,3,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.1,2.018,1.92,3.4,3.067,2.743,3.4,3.067,2.743,4,3.464,3
150_61,4,5,3,2.872,2.778,1,2,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.167,2.078,1.974,2.167,2.078,1.974,3,2.872,2.778
151_16,5,7,4,3.17,2.579,3,0,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,4,3.17,2.579
151_40,27,33,13,10.045,8.313,6,3,1.222,1.222,1.222,3.266,3.143,2.985,5.579,5.141,4.668,8.62,7.475,6.5,10.377,8.626,7.348,11.803,9.437,7.912,13,10.045,8.313
152_15,19,21,7,5.605,4.742,2,2,1.105,1.105,1.105,2,1.937,1.857,3.337,3.083,2.813,4.982,4.331,3.789,5.98,4.991,4.285,6.648,5.395,4.585,7,5.605,4.742
152_56,17,27,12,9.579,8.191,7,0,1.588,1.588,1.588,2.949,2.876,2.778,5.117,4.799,4.441,7.4,6.663,5.974,9.48,8.172,7.174,10.346,8.714,7.585,12,9.579,8.191
152_61,9,9,4,3.572,3.24,1,2,1,1,1,1,1,1,1.778,1.714,1.636,2.849,2.622,2.4,3.214,2.916,2.647,3.722,3.321,3,4,3.572,3.24
153_14,19,36,9,7.419,6.68,2,2,1.895,1.895,1.895,3.327,3.2,3.047,5.237,4.796,4.377,7.089,6.229,5.6,8.014,6.866,6.175,8.649,7.232,6.509,9,7.419,6.68
153_15,48,84,13,8.681,7.156,3,3,1.75,1.75,1.75,6.251,5.528,4.901,8.119,6.778,5.861,10.016,7.733,6.553,11.419,8.236,6.885,12.422,8.526,7.063,13.06,8.697,7.166
153_56,5,6,5,4.762,4.5,4,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.3,2.265,2.215,3.3,3.207,3.086,4.2,4.036,3.84,5,4.762,4.5
153_57,6,9,7,6.24,5.4,6,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.8,2.735,2.647,3.95,3.777,3.553,5,4.68,4.286,7,6.24,5.4
154_13,8,12,4,3.138,2.769,2,0,3,2.694,2.471,3,2.694,2.471,3,2.694,2.471,3,2.694,2.471,3,2.694,2.471,3,2.694,2.471,4,3.138,2.769
154_57,17,18,8,5.67,4.05,4,3,1.059,1.059,1.059,1.89,1.824,1.743,3.168,2.881,2.573,4.653,3.907,3.234,6.257,4.813,3.694,7.228,5.297,3.902,8,5.67,4.05
155_13,18,32,10,7.392,6.024,4,2,1.778,1.778,1.778,3.105,2.982,2.836,4.936,4.481,4.038,7.08,5.965,5.124,8.156,6.572,5.529,9.294,7.106,5.859,10.21,7.472,6.068
155_2,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
155_29,4,6,4,3.78,3.6,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.667,2.572,2.455,2.667,2.572,2.455,4,3.78,3.6
155_58,11,18,6,4.303,3.522,3,1,1.636,1.636,1.636,2.6,2.461,2.319,3.224,2.944,2.694,4.089,3.508,3.094,4.8,3.858,3.304,5.436,4.11,3.434,6.256,4.383,3.556
155_59,48,78,6,2.536,2.217,4,0,3.917,2.434,2.199,3.917,2.434,2.199,5.083,2.5,2.212,5.083,2.5,2.212,5.083,2.5,2.212,5.083,2.5,2.212,6,2.536,2.217
156_12,18,20,6,2.942,1.961,4,1,1.111,1.111,1.111,1.621,1.527,1.442,2.294,1.94,1.694,3.484,2.385,1.856,4.307,2.602,1.906,5.314,2.816,1.943,6,2.942,1.961
156_13,180,338,13,8.445,7.173,2,0,1.878,1.878,1.878,9.12,7.359,6.329,10.373,7.915,6.775,11.56,8.239,7.025,12.286,8.365,7.117,12.799,8.427,7.161,12.799,8.427,7.161
156_26,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
156_44,11,21,7,5.911,5.069,1,3,1.909,1.909,1.909,3.218,3.071,2.905,4.17,3.842,3.517,5.47,4.796,4.229,6.282,5.349,4.631,6.764,5.692,4.889,7,5.911,5.069
157_10,15,18,6,4.586,3.682,2,1,1.2,1.2,1.2,2.067,1.98,1.878,2.727,2.525,2.314,4.087,3.501,3.014,4.969,4.032,3.352,5.567,4.363,3.551,6,4.586,3.682
157_11,33,58,8,6.19,5.097,1,0,1.758,1.758,1.758,4.478,3.997,3.563,5.797,4.876,4.176,7.103,5.668,4.717,7.534,5.935,4.908,7.814,6.101,5.031,7.939,6.164,5.078
157_12,39,48,8,3.803,2.4,2,2,1.231,1.231,1.231,3.04,2.449,2.051,4.263,2.914,2.215,5.945,3.374,2.325,6.876,3.58,2.363,7.58,3.722,2.387,8,3.803,2.4
157_13,42,74,8,6.59,5.422,0,0,1.762,1.762,1.762,5.173,4.513,3.943,6.627,5.446,4.572,7.725,6.175,5.079,7.956,6.421,5.273,7.998,6.54,5.376,8,6.558,5.393
157_24,34,40,16,11.653,8.247,6,6,1.176,1.176,1.176,3.993,3.769,3.486,6.803,6.029,5.181,10.452,8.504,6.701,12.771,9.871,7.412,14.774,10.977,7.938,16.166,11.747,8.291
157_25,21,30,11,6.962,4.945,6,3,1.429,1.429,1.429,3.332,3.098,2.845,4.628,4.066,3.548,6.626,5.242,4.248,8.314,5.999,4.597,9.771,6.547,4.806,11.272,7.051,4.973
157_26,30,80,19,12.356,9.302,7,3,2.667,2.667,2.667,7.4,6.679,5.972,10.12,8.542,7.256,13.577,10.402,8.364,15.949,11.376,8.862,17.759,11.991,9.145,19,12.356,9.302
158_11,46,70,11,6.059,3.84,3,1,1.522,1.522,1.522,4.357,3.61,3.006,6.451,4.608,3.423,8.662,5.429,3.678,9.703,5.753,3.765,10.521,5.96,3.817,11,6.059,3.84
158_12,17,18,5,3.408,2.656,2,1,1.059,1.059,1.059,1.735,1.649,1.556,2.582,2.286,2.033,3.404,2.771,2.341,4.178,3.12,2.526,4.625,3.286,2.603,5,3.408,2.656
158_13,7,15,7,6.45,6.081,2,2,2.143,2.143,2.143,2.143,2.143,2.143,3.762,3.618,3.444,4.943,4.634,4.318,5.771,5.337,4.945,6.333,5.829,5.417,7,6.45,6.081
158_23,12,13,7,5.919,5.121,4,1,1.083,1.083,1.083,2.015,1.966,1.901,2.818,2.693,2.54,4.119,3.806,3.473,5.126,4.611,4.123,5.95,5.222,4.601,7,5.919,5.121
158_24,7,8,5,4.456,4,3,1,1.143,1.143,1.143,1.143,1.143,1.143,2.095,2.036,1.959,2.886,2.741,2.571,3.543,3.303,3.048,4.095,3.759,3.429,5,4.456,4
159_13,15,24,10,9.023,8.229,2,4,1.6,1.6,1.6,2.981,2.91,2.815,4.171,3.991,3.768,6.833,6.264,5.699,8.495,7.628,6.873,9.479,8.478,7.662,10,9.023,8.229
159_14,86,176,13,6.962,5.663,2,4,2.047,2.047,2.047,6.62,5.497,4.808,8.37,6.187,5.276,10.377,6.617,5.511,11.726,6.806,5.597,12.647,6.917,5.644,13.022,6.965,5.664
159_15,147,351,21,8.135,6.356,8,2,2.388,2.388,2.388,9.075,6.83,5.814,11.621,7.385,6.106,15.192,7.79,6.261,17.813,7.977,6.317,19.989,8.092,6.346,20.781,8.126,6.354
159_16,16,51,10,7.938,7.087,3,0,3.188,3.188,3.188,5.058,4.788,4.511,6.975,6.262,5.694,8.19,7.122,6.415,8.865,7.52,6.757,9.249,7.693,6.9,10,7.938,7.087
16_68,7,7,4,3.586,3.267,2,1,1,1,1,1,1,1,1.81,1.753,1.68,2.457,2.323,2.172,2.971,2.759,2.545,3.381,3.098,2.838,4,3.586,3.267
160_16,51,101,13,8.703,7.069,3,0,1.98,1.98,1.98,6.674,5.818,5.103,8.537,6.998,5.956,10.588,7.973,6.621,11.696,8.353,6.86,12.519,8.589,7.002,13,8.703,7.069
160_17,59,156,19,10.055,7.295,4,4,2.644,2.644,2.644,8.56,7.021,5.954,11.267,8.206,6.588,14.84,9.245,7.025,16.921,9.678,7.175,18.295,9.929,7.255,19,10.055,7.295
160_18,49,94,15,6.913,5.009,8,1,1.918,1.918,1.918,5.517,4.652,4.038,7.242,5.433,4.489,9.819,6.149,4.795,11.872,6.523,4.913,13.667,6.767,4.976,15,6.913,5.009
160_19,59,118,24,16.65,12.965,5,5,2,2,2,9.624,8.618,7.617,13.732,11.507,9.715,18.489,14.2,11.488,21.426,15.566,12.321,23.122,16.284,12.748,24,16.65,12.965
160_20,9,9,4,3.572,3.24,1,2,1,1,1,1,1,1,1.778,1.714,1.636,2.849,2.622,2.4,3.214,2.916,2.647,3.722,3.321,3,4,3.572,3.24
160_21,14,24,13,10.579,8.727,8,2,1.714,1.714,1.714,3.198,3.123,3.022,4.492,4.297,4.052,7.561,6.873,6.148,9.89,8.606,7.429,11.217,9.496,8.037,13,10.579,8.727
161_18,4,6,3,2.749,2.571,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.333,2.205,2.077,2.333,2.205,2.077,3,2.749,2.571
163_17,4,8,5,4.456,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3.333,3.175,3,3.333,3.175,3,5,4.456,4
163_30,16,20,7,5.401,4.545,3,1,1.25,1.25,1.25,2.217,2.137,2.038,3.576,3.275,2.976,4.842,4.212,3.708,5.714,4.76,4.112,6.411,5.13,4.368,7,5.401,4.545
163_6,9,12,7,6.447,6,3,3,1.333,1.333,1.333,1.333,1.333,1.333,2.5,2.445,2.37,4.381,4.144,3.879,5.119,4.787,4.444,6.25,5.768,5.333,7,6.447,6
163_65,4,8,6,5.657,5.333,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3.667,3.564,3.429,3.667,3.564,3.429,6,5.657,5.333
164_30,5,7,4,3.586,3.267,2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.4,2.297,2.178,3.6,3.288,3.015,3.6,3.288,3.015,4,3.586,3.267
164_7,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
165_23,5,6,4,3.78,3.6,2,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.138,2.057,3,2.857,2.7,3.6,3.394,3.2,4,3.78,3.6
165_39,7,11,5,4.341,3.903,2,1,1.571,1.571,1.571,1.571,1.571,1.571,2.667,2.547,2.412,3.429,3.179,2.935,3.971,3.609,3.293,4.381,3.919,3.552,5,4.341,3.903
166_22,25,40,14,10.176,7.921,7,0,1.6,1.6,1.6,4.056,3.844,3.589,6.622,5.916,5.207,9.43,7.852,6.549,11.35,8.972,7.25,12.586,9.589,7.608,14,10.176,7.921
166_23,42,86,19,11.258,8.236,8,2,2.048,2.048,2.048,6.768,6.028,5.329,9.359,7.722,6.484,13.152,9.526,7.499,15.517,10.348,7.879,17.609,10.933,8.116,19,11.258,8.236
167_0,17,24,9,7.027,5.878,4,1,1.412,1.412,1.412,2.551,2.47,2.367,4.249,3.922,3.578,5.929,5.207,4.583,7.419,6.187,5.305,8.269,6.666,5.639,9,7.027,5.878
167_18,5,17,10,8.291,6.721,6,3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,5.5,5.217,4.919,7.3,6.534,5.78,8.8,7.53,6.334,10,8.291,6.721
167_22,64,158,33,21.952,16.598,12,3,2.469,2.469,2.469,12.137,10.864,9.541,18.22,15.143,12.532,24.277,18.657,14.761,28.196,20.423,15.794,31.052,21.406,16.324,33.186,21.999,16.622
167_23,22,47,7,5.056,4.445,2,1,2.136,2.136,2.136,3.981,3.641,3.352,4.723,4.172,3.783,5.475,4.609,4.137,6.152,4.855,4.318,6.502,4.947,4.378,7,5.056,4.445
167_41,33,67,12,8.054,6.478,3,2,2.03,2.03,2.03,5.333,4.81,4.329,6.984,5.94,5.165,9.209,7.087,5.927,10.412,7.551,6.202,11.39,7.873,6.381,12.087,8.078,6.491
167_7,6,7,4,3.17,2.579,3,0,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.5,2.286,2.076,1.933,1.84,1.738,1.933,1.84,1.738,4,3.17,2.579
167_9,31,54,12,7.959,6.178,5,0,1.742,1.742,1.742,4.842,4.38,3.928,6.57,5.587,4.785,8.613,6.748,5.528,9.95,7.332,5.864,11.189,7.747,6.079,12,7.959,6.178
168_0,14,20,9,7.192,5.882,4,3,1.429,1.429,1.429,2.593,2.514,2.412,3.56,3.362,3.13,5.712,5.071,4.457,7.237,6.12,5.191,8.044,6.623,5.521,9,7.192,5.882
168_25,6,8,5,4.757,4.571,2,3,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.467,2.403,2.319,3.4,3.249,3.077,4.133,3.904,3.678,5,4.757,4.571
168_9,18,43,11,9.354,8.443,2,2,2.389,2.389,2.389,4.203,4.043,3.851,6.648,6.087,5.548,9.042,7.945,7.117,9.91,8.598,7.711,10.627,9.107,8.198,11,9.354,8.443
169_0,6,7,5,4.711,4.455,3,2,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.2,2.156,2.094,3.1,2.987,2.849,3.867,3.68,3.475,5,4.711,4.455
169_1,8,9,5,4.86,4.765,1,4,1.125,1.125,1.125,1.125,1.125,1.125,2.107,2.06,1.996,2.946,2.83,2.691,4.196,3.956,3.73,4.607,4.347,4.129,5,4.86,4.765
169_10,14,25,10,8.812,7.911,2,5,1.786,1.786,1.786,3.275,3.183,3.063,4.516,4.289,4.021,7.151,6.481,5.852,8.726,7.72,6.9,9.407,8.261,7.38,10,8.812,7.911
169_11,8,15,5,3.621,2.848,2,1,1.875,1.875,1.875,1.875,1.875,1.875,2.607,2.458,2.33,3.214,2.825,2.535,4.125,3.27,2.727,4.464,3.415,2.779,5,3.621,2.848
169_15,5,6,4,3.78,3.6,2,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.138,2.057,3,2.857,2.7,3.6,3.394,3.2,4,3.78,3.6
169_2,11,18,6,4.63,3.857,2,2,1.636,1.636,1.636,2.673,2.538,2.395,3.382,3.098,2.832,4.351,3.766,3.317,5.055,4.167,3.58,5.6,4.438,3.744,6,4.63,3.857
169_40,6,12,5,4.339,3.789,1,3,2,2,2,2,2,2,2,2,2,3.133,2.962,2.791,3.9,3.536,3.214,4.467,3.919,3.478,5,4.339,3.789
169_41,6,6,3,2.749,2.571,1,1,1,1,1,1,1,1,1,1,1,1.733,1.662,1.579,2.25,2.103,1.957,2.6,2.399,2.222,3,2.749,2.571
169_9,38,94,18,11.228,8.629,8,1,2.474,2.474,2.474,7.732,6.813,5.976,10.263,8.457,7.092,13.079,9.88,7.967,15.117,10.575,8.337,16.713,10.971,8.521,18,11.228,8.629
170_1,8,11,5,4.695,4.481,1,2,1.375,1.375,1.375,1.375,1.375,1.375,2.464,2.381,2.277,3.304,3.116,2.914,4.375,4.041,3.754,4.679,4.327,4.046,5,4.695,4.481
170_10,36,72,12,9.775,8.727,1,3,2,2,2,5.862,5.401,4.934,8.359,7.341,6.531,10.398,8.785,7.791,11.155,9.254,8.224,11.762,9.61,8.563,12,9.775,8.727
170_11,23,46,15,10.745,8.266,6,3,2,2,2,4.877,4.58,4.24,6.895,6.176,5.464,10.279,8.422,6.975,12.135,9.438,7.572,13.883,10.273,8.025,15.25,10.845,8.315
170_12,58,93,12,7.904,6.346,1,4,1.603,1.603,1.603,6.085,5.266,4.605,7.888,6.344,5.379,9.804,7.166,5.911,11.1,7.594,6.164,11.757,7.804,6.286,12.015,7.913,6.351
170_13,25,69,11,7.637,6.273,3,0,2.76,2.76,2.76,5.417,4.94,4.516,7.268,6.138,5.371,8.917,6.937,5.876,9.854,7.304,6.091,10.394,7.482,6.191,11,7.637,6.273
170_14,26,46,10,8.771,8.138,1,2,1.769,1.769,1.769,4.379,4.14,3.868,6.723,6.078,5.499,8.521,7.524,6.803,9.308,8.177,7.466,9.809,8.596,7.931,10,8.771,8.138
170_15,58,111,15,9.117,7.085,4,3,1.914,1.914,1.914,7.128,6.097,5.266,9.235,7.315,6.086,11.446,8.234,6.639,13.152,8.725,6.899,14.228,8.966,7.016,15.067,9.13,7.091
171_0,5,11,8,7.537,7.118,5,3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,4.1,4.003,3.872,5.7,5.463,5.186,7,6.627,6.245,8,7.537,7.118
171_1,8,11,7,6.336,5.762,4,2,1.375,1.375,1.375,1.375,1.375,1.375,2.571,2.513,2.434,3.607,3.458,3.274,5.268,4.905,4.525,5.929,5.46,5.002,7,6.336,5.762
171_11,40,164,22,13.033,10.498,8,3,4.1,4.1,4.1,10.592,9.241,8.201,13.15,10.701,9.226,16.274,11.895,9.959,18.579,12.464,10.252,20.742,12.851,10.424,22,13.033,10.498
171_12,40,97,12,9.181,7.782,1,2,2.425,2.425,2.425,7.099,6.276,5.573,8.968,7.526,6.512,10.588,8.473,7.228,11.335,8.859,7.527,11.771,9.066,7.69,12.023,9.194,7.793
171_13,34,76,12,9.294,8.067,2,1,2.235,2.235,2.235,6.135,5.588,5.064,8.449,7.288,6.418,10.205,8.411,7.333,10.998,8.842,7.691,11.614,9.133,7.933,12,9.294,8.067
171_14,229,454,21,11.28,9.024,4,2,1.983,1.983,1.983,12.738,9.576,8.006,15.253,10.402,8.535,17.801,10.934,8.846,19.224,11.119,8.944,20.46,11.238,9.003,20.894,11.272,9.02
172_0,8,13,7,5.919,5.121,4,1,1.625,1.625,1.625,1.625,1.625,1.625,2.893,2.791,2.664,3.893,3.652,3.386,5.375,4.828,4.324,5.964,5.252,4.645,7,5.919,5.121
172_12,11,19,9,8.059,7.367,3,3,1.727,1.727,1.727,3.182,3.096,2.983,4.4,4.188,3.938,6.258,5.774,5.293,7.53,6.826,6.209,8.4,7.547,6.869,9,8.059,7.367
172_13,12,13,8,7.038,6.259,5,1,1.083,1.083,1.083,2.061,2.025,1.973,2.941,2.844,2.718,4.447,4.189,3.892,5.674,5.233,4.777,6.695,6.062,5.468,8,7.038,6.259
172_24,22,34,10,7.312,5.453,2,4,1.545,1.545,1.545,3.633,3.376,3.094,5.088,4.464,3.869,7.135,5.75,4.645,8.74,6.619,5.102,9.53,7.035,5.311,10,7.312,5.453
172_25,27,38,10,6.918,5.429,4,1,1.407,1.407,1.407,3.347,3.129,2.889,5.134,4.49,3.921,7.205,5.759,4.773,8.334,6.303,5.099,9.227,6.66,5.296,10.145,6.962,5.45
173_96,27,42,12,8.702,7.35,6,0,1.556,1.556,1.556,3.876,3.667,3.425,6.077,5.463,4.895,8.133,6.943,6.082,9.732,7.849,6.779,10.885,8.334,7.118,12,8.702,7.35
18_67,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
2_67,6,7,4,3.864,3.769,1,3,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.133,2.072,1.992,2.9,2.76,2.606,3.467,3.267,3.082,4,3.864,3.769
20_67,6,22,10,9.247,8.643,2,5,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,6.2,5.919,5.602,7.9,7.337,6.798,9,8.251,7.61,10,9.247,8.643
21_66,68,209,21,14.192,11.174,2,1,3.074,3.074,3.074,12.02,10.089,8.629,15.417,11.908,9.811,18.614,13.25,10.613,19.959,13.778,10.925,20.714,14.082,11.108,21.086,14.223,11.193
21_67,47,70,11,6.087,4.487,4,1,1.489,1.489,1.489,4.701,3.997,3.454,6.24,4.783,3.925,8.039,5.427,4.237,9.368,5.777,4.379,10.289,5.967,4.447,11,6.087,4.487
22_65,125,168,24,7.553,3.618,8,5,1.344,1.344,1.344,7.749,4.853,3.264,11.537,5.839,3.447,16.827,6.748,3.554,20.351,7.183,3.591,22.813,7.44,3.61,24,7.553,3.618
22_66,33,57,14,9.237,7.401,7,0,1.727,1.727,1.727,5.084,4.67,4.243,7,6.113,5.358,9.577,7.691,6.496,11.136,8.38,6.938,12.72,8.906,7.236,14,9.237,7.401
22_67,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
23_64,6,10,7,6.261,5.556,5,1,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,3.067,2.983,2.874,4.25,4.04,3.788,5.267,4.905,4.505,7,6.261,5.556
23_65,238,492,29,13.826,10.235,9,2,2.067,2.067,2.067,15.503,11.295,9.01,19.075,12.473,9.646,22.948,13.259,10.016,25.388,13.555,10.138,27.793,13.75,10.21,29.3,13.843,10.241
23_66,38,93,22,14.1,10.092,6,7,2.447,2.447,2.447,8.315,7.39,6.481,11.754,9.642,7.934,16.208,11.904,9.139,18.808,12.959,9.618,20.9,13.713,9.935,22,14.1,10.092
24_64,36,69,17,11.313,7.691,3,5,1.917,1.917,1.917,5.65,5.119,4.555,8.875,7.285,5.911,13.017,9.446,6.944,14.89,10.301,7.292,16.372,10.986,7.561,17,11.313,7.691
24_65,38,61,17,12.182,9.923,7,2,1.605,1.605,1.605,6.136,5.666,5.157,8.874,7.8,6.837,12.158,9.977,8.459,14.088,11.002,9.173,15.849,11.765,9.669,17.181,12.243,9.958
25_61,16,31,7,4.522,3.798,4,0,1.937,1.938,1.938,2.95,2.783,2.623,3.914,3.496,3.186,6.25,4.38,3.743,5.75,4.264,3.691,5.75,4.264,3.691,7,4.522,3.798
25_62,29,51,5,3.483,2.939,1,0,1.759,1.759,1.759,3.228,2.83,2.556,3.763,3.11,2.733,4.294,3.319,2.855,4.576,3.397,2.897,4.825,3.452,2.924,4.931,3.471,2.934
25_63,39,52,13,8.74,6.898,5,2,1.333,1.333,1.333,4.811,4.385,3.949,6.772,5.832,5.049,9.193,7.26,6.04,10.692,7.934,6.455,12.038,8.432,6.736,13.126,8.777,6.917
25_64,139,248,32,17.083,11.644,7,5,1.784,1.784,1.784,13.435,10.789,8.748,18.947,13.424,10.165,24.957,15.44,11.044,28.66,16.373,11.396,30.88,16.857,11.566,31.899,17.063,11.637
26_59,22,59,13,10.032,8.511,2,4,2.682,2.682,2.682,6.022,5.586,5.141,7.947,7.055,6.296,10.17,8.517,7.404,11.759,9.384,8.036,12.532,9.775,8.32,13.076,10.082,8.549
26_60,102,244,20,10.007,6.548,3,2,2.392,2.392,2.392,10.694,7.621,5.8,13.739,8.644,6.163,16.845,9.433,6.397,18.499,9.759,6.485,19.51,9.931,6.529,20.029,10.012,6.549
26_61,173,371,30,15.906,10.847,7,1,2.145,2.145,2.145,15.882,11.847,9.106,20.661,13.767,10.008,24.982,15.019,10.523,27.394,15.532,10.716,28.919,15.773,10.802,29.797,15.883,10.84
26_62,50,73,19,12.739,9.533,7,4,1.46,1.46,1.46,6.452,5.856,5.216,9.476,8.07,6.809,13.238,10.333,8.248,15.928,11.606,8.964,17.786,12.324,9.332,19,12.739,9.533
26_63,331,709,30,10.684,6.454,5,2,2.142,2.142,2.142,16.315,9.107,6.138,20.915,9.877,6.313,25.619,10.369,6.404,27.798,10.543,6.432,29.246,10.641,6.448,30.03,10.685,6.455
26_64,115,222,13,7.216,6,3,2,1.93,1.93,1.93,7.291,5.958,5.178,8.814,6.574,5.626,10.433,6.934,5.854,11.678,7.095,5.941,12.48,7.173,5.979,13.051,7.22,6.002
27_56,7,9,4,3.709,3.522,1,1,1.286,1.286,1.286,1.286,1.286,1.286,2.238,2.148,2.042,2.914,2.727,2.54,3.371,3.117,2.893,3.667,3.383,3.156,4,3.709,3.522
27_57,27,54,22,18.276,15.677,8,5,2,2,2,5.456,5.282,5.05,9.553,8.903,8.163,15.133,13.397,11.798,18.174,15.644,13.577,20.359,17.175,14.793,22.283,18.459,15.826
27_58,388,1001,41,14.349,9.648,10,3,2.58,2.58,2.58,21.06,12.372,9.103,26.88,13.321,9.403,33,13.917,9.557,36.829,14.161,9.611,39.625,14.295,9.638,40.948,14.347,9.648
27_59,71,250,18,10.73,8.501,5,1,3.521,3.521,3.521,10.644,8.656,7.334,12.794,9.67,7.949,14.483,10.219,8.259,15.993,10.504,8.403,17.2,10.654,8.47,17.859,10.717,8.496
27_61,7,8,4,3.364,2.909,2,1,1.143,1.143,1.143,1.143,1.143,1.143,1.952,1.867,1.77,2.543,2.355,2.165,3,2.706,2.438,3.381,2.974,2.637,4,3.364,2.909
27_62,90,157,13,5.275,3.733,4,0,1.744,1.744,1.744,5.581,4.105,3.386,7.416,4.574,3.562,9.955,4.977,3.672,11.404,5.139,3.707,12.412,5.231,3.725,13.088,5.281,3.734
27_63,797,1690,31,11.016,7.455,5,4,2.12,2.12,2.12,20.232,10.286,7.265,23.662,10.658,7.368,26.788,10.879,7.424,28.344,10.943,7.439,30.494,11.004,7.452,30.949,11.015,7.454
27_64,26,36,14,10.431,7.714,5,5,1.385,1.385,1.385,3.595,3.426,3.212,6.083,5.465,4.793,9.104,7.576,6.175,11.288,8.901,6.923,13.135,9.942,7.466,14,10.431,7.714
28_56,84,263,32,14.599,10.542,12,5,3.131,3.131,3.131,12.381,10.1,8.518,16.595,11.893,9.544,22.512,13.321,10.156,26.863,14,10.378,30.016,14.388,10.488,32,14.599,10.542
28_57,170,537,31,13.045,8.981,8,3,3.159,3.159,3.159,15.641,10.699,8.224,20.134,11.818,8.643,24.9,12.532,8.856,27.776,12.82,8.93,29.914,12.979,8.967,30.858,13.037,8.98
28_58,39,63,11,8.564,7.283,2,0,1.615,1.615,1.615,5.515,4.986,4.474,7.443,6.398,5.569,9.309,7.607,6.505,10.095,8.082,6.885,10.633,8.389,7.138,11,8.564,7.283
29_55,7,9,7,6.614,6.231,5,2,1.286,1.286,1.286,1.286,1.286,1.286,2.476,2.443,2.394,3.571,3.481,3.359,4.571,4.409,4.208,5.476,5.235,4.959,7,6.614,6.231
29_56,366,873,50,13.565,7.352,17,6,2.385,2.385,2.385,21.037,11.181,7.017,28.274,12.246,7.203,37.152,12.987,7.298,43.167,13.309,7.33,47.762,13.492,7.346,50.55,13.582,7.354
3_0,5,10,6,5.173,4.545,4,0,2,2,2,2,2,2,2,2,2,3.4,3.249,3.077,5.2,4.674,4.211,4.4,4.074,3.75,6,5.173,4.545
3_67,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
30_54,9,28,8,6.639,5.521,0,5,3.111,3.111,3.111,3.111,3.111,3.111,4.639,4.373,4.124,6.563,5.637,4.925,7.159,5.987,5.124,7.861,6.419,5.372,8,6.549,5.455
30_55,125,259,25,11.381,7.212,6,4,2.072,2.072,2.072,10.978,8.071,6.152,15.241,9.571,6.724,19.686,10.603,7.027,22.292,11.036,7.135,24.052,11.27,7.188,24.903,11.371,7.21
30_56,75,173,20,8.796,5.237,6,3,2.307,2.307,2.307,8.728,6.236,4.651,11.828,7.284,4.947,15.119,8.082,5.119,17.369,8.467,5.187,19.056,8.689,5.222,20,8.796,5.237
