"id","SC"
"42_1",0.4074
"42_10",0.9098
"42_17",1
"42_2",0.9807
"42_3",0.9916
"42_5",0.9722
"42_6",0.8384
"42_8",1
"42_9",0.1818
"43_17",0.7669
"43_19",0.4074
"43_20",0.8945
"43_23",0.9836
"43_24",1
"43_33",0.4074
"43_34",1
"5_14",1
"5_15",0.7429
"5_16",0.9921
"5_17",0.8333
"5_7",1
"6_0",0.7333
"6_14",0.9935
"6_15",0.9973
"6_16",0.986
"7_0",1
"7_13",0.9514
"7_14",0.9906
"7_17",1
"8_0",1
"8_12",0.9366
"8_13",0.9326
"8_17",1
"8_4",0.7619
"8_6",1
"9_0",1
"9_10",1
"9_11",0.8465
"9_12",0.8245
"9_13",1
