"id","SC"
"24_33",0.8333
"24_35",1
"24_7",0.2
"24_9",1
"25_12",0.6667
"25_13",0.8909
"25_2",0.8333
"25_20",1
"25_21",0.9379
"25_23",1
"25_24",0.6606
"25_25",0.6062
"25_28",0.8972
"25_29",0.9577
"25_3",0.7016
"25_30",0.9353
"25_35",1
"25_4",0.5475
"25_5",0.9665
"25_6",0.8027
"25_7",0.9485
"26_1",0.6667
"26_10",0.9812
"26_11",0.9204
"26_12",1
"26_2",0.3333
"26_21",0.9856
"26_22",0.7619
"26_23",0.8748
"26_24",0.9111
"26_29",0.9804
"26_3",0.8552
"26_30",0.982
"26_31",0.998
"26_33",1
"26_34",0.6786
"26_35",0.6667
"26_7",0.9724
"26_8",0.9832
"26_9",0.9483
"27_1",0.8505
"27_2",1
"27_21",0.8921
"27_23",0.9862
"27_24",1
"27_27",0.9757
"27_29",0.8249
"27_3",0.891
"27_30",0.962
"27_31",0.9972
"27_32",1
"27_34",0.5091
"27_35",0.4
"27_4",0.9618
"27_5",0.9801
"28_1",0.9136
"28_2",1
"28_21",0.847
"28_22",0.9579
"28_23",0.9757
"28_3",0.28
"28_30",0.9225
"28_31",1
"28_32",1
"28_33",1
"28_34",1
"28_35",1
"28_6",0.8917
"29_1",0.8498
"29_2",0.64
"29_20",0.6667
"29_22",0.4436
"29_29",1
"29_3",0.7727
"29_30",0.9162
"29_31",0.9856
"29_32",1
"29_33",0.9143
"29_34",0.3697
"29_35",0.625
"29_6",0.7024
"29_7",0.1429
"3_0",0.4286
"3_20",1
"3_25",1
"3_32",0.6774
"3_33",0.625
"3_34",0.5897
"3_35",0.9212
"30_1",0.55
"30_2",0.6667
"30_20",0.8333
"30_30",0.625
"30_31",0.8507
"30_32",0.3386
"30_33",1
"30_34",0.4061
"30_35",0.5091
"30_6",1
"30_7",1
"30_8",1
"31_1",1
"31_10",1
"31_19",1
"31_2",0.1818
"31_20",1
"31_31",1
"31_33",1
"31_35",0.75
"31_8",1
"31_9",1
"32_1",0.6617
"32_10",1
"32_18",1
"32_2",0.7857
"32_21",1
"32_22",1
"32_26",1
"32_3",1
"32_31",1
"32_32",1
"32_33",1
"32_34",1
"32_4",1
"32_5",0.6667
"33_1",0.6667
"33_10",0.68
"33_11",1
"33_17",1
"33_18",1
"33_2",0.5
"33_21",1
"33_29",1
"33_3",1
"33_33",1
"33_6",1
"34_12",0.8333
"34_13",1
"34_14",1
"34_15",1
"34_16",0.7959
"34_2",0.6667
"34_3",0.8459
"34_31",1
"34_6",1
"34_7",1
"35_16",1
"35_2",0.2
"35_28",1
"35_29",0.6667
"35_3",1
"35_34",0.3333
"35_35",1
"36_0",1
"36_11",1
"36_17",1
"36_2",0.8171
"36_24",1
"36_29",0.8333
"36_34",0.3077
"36_35",1
"37_0",0.4
"37_2",1
"37_22",0.8333
"37_23",0.8542
"37_25",1
"37_29",0.3333
"37_34",0.8333
"37_35",0.8846
"38_0",0.5726
"38_21",1
"38_27",1
"38_28",1
"38_29",1
"38_34",0.25
"38_35",0.1429
"39_0",0.8333
"39_22",0.6667
"39_24",1
"39_25",0.6667
"39_26",0.9766
"39_27",0.6765
"39_28",1
"39_29",1
"39_3",1
"39_30",0.6667
"39_31",0.9728
"39_33",0.25
"39_34",0.5
"39_35",0.6667
"4_0",0.55
"4_11",0.6
"4_19",0.6667
"4_20",1
"4_24",0.9479
"4_32",0.6667
"4_33",0.9453
"4_34",1
"4_35",1
"40_0",0.8497
"40_26",0.9245
"40_27",0.4793
"40_30",1
"40_31",0.716
"40_32",0.9897
"40_33",0.6212
"40_35",1
"40_6",1
"40_7",1
"41_27",1
"41_28",0.735
"41_29",0.9935
"41_30",0.9976
"41_31",0.7318
"41_32",0.9988
"41_33",0.9983
"41_34",0.1818
"41_35",0.5102
"42_13",1
"42_28",0.8497
"42_29",0.9485
"42_30",0.9713
"42_31",0.9972
"42_32",0.9994
"42_33",0.9988
"42_34",0.3571
"42_35",1
"43_28",0.4444
"43_29",0.9946
"43_30",0.975
"43_31",0.9806
"43_32",0.9986
"43_33",0.9912
"43_34",0.9748
"43_35",1
"43_9",1
"44_29",0.9654
"44_30",0.9976
"44_32",0.9945
"44_33",0.9747
"44_34",0.9706
"44_35",0.7917
"44_7",1
"44_8",1
"45_18",0.5
"45_28",1
"45_29",0.9289
"45_30",0.9922
"45_32",0.9513
"45_33",0.9685
"45_34",0.9713
"45_35",0.7333
"46_10",1
"46_11",1
"46_13",1
"46_15",1
"46_28",0.8708
"46_29",0.8347
"46_30",0.9507
"46_31",0.9805
"46_33",0.9917
"46_34",0.9199
"46_35",0.8576
"47_27",1
"47_28",1
"47_29",0.9074
"47_30",0.9575
"47_33",1
"47_34",0.7593
"47_35",0.9656
"47_7",0.9891
"47_8",0.9515
"47_9",0.8242
"48_28",1
"48_29",0.9633
"48_30",0.5758
"48_35",0.9045
"48_7",0.9743
"49_28",0.9047
"49_29",0.9631
"49_30",0.8384
"49_35",0.8951
"49_7",0.9454
"5_18",1
"5_24",0.9699
"5_29",1
"5_33",0.8889
"5_35",0.6667
"50_28",1
"50_29",1
"50_30",0.6667
"50_31",0.6
"50_35",0.8763
"50_8",0.8812
"50_9",0.6494
"51_10",0.5091
"51_11",0.6571
"51_25",0.8686
"51_26",0.9687
"51_27",0.8185
"51_28",0.7837
"51_31",1
"51_34",0.8468
"51_35",0.9214
"51_9",0.5089
"52_11",1
"52_12",1
"52_15",0.625
"52_16",0.8995
"52_24",0.57
"52_25",0.6108
"52_28",0.8444
"52_31",1
"52_34",0.6667
"52_35",1
"52_4",0.3333
"53_10",0.7576
"53_11",1
"53_13",1
"53_14",0.4857
"53_15",0.8485
"53_16",0.4048
"53_17",0.6667
"53_21",1
"53_23",0.6617
"53_24",0.6667
"53_35",0.6667
"54_13",1
"54_14",0.9062
"54_15",0.55
"55_12",0.6667
"55_13",0.8698
"55_14",1
"55_20",1
"55_26",0.6667
"55_8",1
"56_1",1
"56_11",0.7847
"56_16",0.5625
"56_23",0.4857
"56_35",0.75
"57_1",1
"57_10",1
"57_11",0.898
"57_24",0.25
"57_25",0.8452
"57_26",1
"57_35",0.6667
"58_1",1
"58_25",1
"58_35",0.25
"6_11",1
"6_12",0.9359
"6_24",0.75
"6_33",0.9421
"6_34",1
"6_35",0.6667
"60_1",0.8485
"60_15",0.6667
"60_18",1
"60_19",0.786
"60_21",0.8333
"60_23",1
"60_24",0.9152
"60_25",0.9074
"60_4",1
"61_1",1
"61_17",1
"61_18",1
"61_19",0.9472
"61_20",0.6667
"61_22",0.8677
"61_23",0.9328
"61_24",0.3333
"61_3",0.8333
"62_0",0.8889
"62_1",1
"62_19",1
"62_20",0.1429
"62_21",1
"62_22",1
"62_35",1
"63_20",1
"63_23",1
"64_24",1
"64_25",1
"65_21",0.7679
"66_1",0.8889
"66_14",0.6667
"66_19",1
"66_20",0.6875
"66_35",1
"67_18",0.4286
"67_19",0.625
"67_20",0.9048
"67_21",0.7941
"67_22",0.7619
"68_14",0.6691
"68_16",0.55
"68_18",0.9572
"68_19",0.7672
"68_21",0.8364
"68_35",1
"69_1",1
"69_15",0.3333
"69_16",0.8
"69_21",0.537
"69_22",0.1818
"69_23",0.1111
"69_24",0.3506
"7_12",0.9803
"7_13",0.3333
"7_33",0.4061
"7_34",1
"7_35",1
"70_10",0.1429
"70_11",0.6033
"70_14",1
"70_15",0.7158
"70_16",1
"70_20",0.7714
"70_23",1
"70_24",0.892
"70_25",0.8792
"70_9",0.4857
"71_1",1
"71_11",0.3506
"71_12",1
"71_15",0.9444
"71_18",0.6667
"71_19",0.7619
"71_20",1
"71_24",1
"71_25",0.9422
"71_35",0.5
"71_7",0.8492
"71_8",0.9403
"72_11",0.8889
"72_12",0.9353
"72_13",1
"72_15",0.9193
"72_16",0.8333
"72_17",1
"72_18",0.6667
"72_19",0.7704
"72_20",0.57
"72_21",0.6195
"72_22",0.8616
"72_23",1
"72_24",0.4402
"72_25",0.8504
"72_26",1
"72_27",0.8889
"72_28",0.898
"72_29",1
"72_7",0.9351
"73_12",1
"73_13",0.9538
"73_14",0.6706
"73_15",0.6691
"73_16",0.4074
"73_18",0.9444
"73_20",0.8628
"73_21",0.9364
"73_22",1
"73_25",0.3386
"73_28",0.9257
"73_29",0.9271
"73_4",1
"73_7",1
"74_13",0.6667
"74_14",0.6957
"74_15",1
"74_16",0.4398
"74_17",0.9087
"74_18",0.4286
"74_26",0.7202
"74_27",0.4949
"74_28",0.7955
"74_29",0.7949
"74_35",1
"74_7",0.9308
"75_14",0.3939
"75_16",0.8512
"75_18",1
"75_20",0.8249
"75_27",0.8889
"75_28",0.1818
"75_29",0.6
"75_30",0.9405
"75_5",1
"75_7",0.6765
"75_8",0.6571
"76_1",1
"76_14",1
"76_17",1
"76_21",1
"76_28",0.7063
"76_29",0.6667
"76_30",0.9351
"76_35",0.6667
"76_7",0.9795
"76_8",1
"77_1",0.4857
"77_14",0.8438
"77_26",1
"77_28",0.7862
"77_29",0.9494
"77_30",0.1818
"77_31",0.8889
"77_6",0.9353
"77_7",0.25
"78_1",1
"78_12",0.8745
"78_13",0.9128
"78_14",1
"78_15",0.2
"78_16",1
"78_2",1
"78_22",0.9304
"78_23",1
"78_30",0.3506
"78_31",1
"78_35",1
"78_4",1
"78_5",0.9765
"78_6",0.9959
"79_10",0.3333
"79_11",0.8071
"79_12",0.8678
"79_16",0.625
"79_17",1
"79_20",1
"79_4",1
"79_5",0.9578
"79_6",0.9658
"79_7",0.983
"79_8",0.9449
"8_12",0.6667
"8_2",1
"8_32",1
"8_33",0.5
"8_34",0.7551
"8_35",0.6667
"80_10",0.8397
"80_14",1
"80_16",0.6667
"80_2",0.8333
"80_20",0.1818
"80_26",1
"80_7",0.1111
"80_8",0.9808
"80_9",0.9644
"81_15",0.9056
"81_2",0.8333
"81_3",0.8
"81_32",0.625
"81_8",0.6444
"81_9",0.6667
"82_1",0.3333
"82_11",0.7778
"82_15",0.7714
"82_19",0.8442
"82_3",0.5625
"82_35",0.6667
"82_4",1
"82_5",1
"83_0",0.7845
"83_1",1
"83_10",1
"83_11",0.9792
"83_12",1
"83_13",1
"83_20",0.957
"83_21",1
"83_3",0.7857
"83_33",0.4286
"83_35",1
"83_4",0.8763
"83_5",0.3333
"83_6",0.6667
"83_7",1
"83_9",0.7176
"84_0",0.9527
"84_1",0.9074
"84_11",0.8889
"84_12",0.8384
"84_20",0.906
"84_21",1
"84_3",0.5091
"84_4",0.9498
"84_5",0.9608
"84_6",1
"84_7",0.7778
"85_0",0.8571
"85_11",1
"85_17",1
"85_18",0.3333
"85_19",1
"85_3",1
"85_35",1
"85_5",0.9756
"85_6",0.9941
"85_7",0.9918
"86_35",0.7669
"86_39",1
"86_40",0.5091
"86_41",0.8787
"86_42",1
"86_47",0.9836
"86_50",1
"86_67",0.625
"86_68",1
"86_70",1
"9_11",1
"9_12",1
"9_14",1
"9_15",0.6667
"9_33",0.625
"9_35",0.8889
