id,T,U,obs.D0,obs.D1,obs.D2,Q1,Q2,SC1.D0,SC1.D1,SC1.D2,SC2.D0,SC2.D1,SC2.D2,SC3.D0,SC3.D1,SC3.D2,SC4.D0,SC4.D1,SC4.D2,SC5.D0,SC5.D1,SC5.D2,SC6.D0,SC6.D1,SC6.D2,SC7.D0,SC7.D1,SC7.D2
29_34,4,7,6,5.742,5.444,5,1,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,3.333,3.276,3.196,3.333,3.276,3.196,6,5.742,5.444
29_35,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
29_6,11,16,7,4.604,3.282,5,0,1.455,1.455,1.455,2.345,2.224,2.097,3.018,2.73,2.458,4.152,3.422,2.852,5.158,3.91,3.062,6.091,4.289,3.193,7,4.604,3.282
3_0,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
3_25,7,7,3,2.942,2.882,0,2,1,1,1,1,1,1,1.762,1.696,1.615,2.314,2.174,2.032,2.686,2.499,2.333,2.905,2.715,2.561,2.905,2.715,2.561
3_32,13,15,8,6.42,5.233,5,1,1.154,1.154,1.154,2.128,2.072,1.997,2.962,2.817,2.64,4.325,3.954,3.556,5.913,5.134,4.419,6.804,5.72,4.808,8,6.42,5.233
3_33,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
3_34,7,9,6,5.349,4.765,4,1,1.286,1.286,1.286,1.286,1.286,1.286,2.381,2.32,2.24,3.314,3.161,2.976,4.114,3.852,3.56,4.81,4.43,4.037,6,5.349,4.765
3_35,24,37,8,5.387,4.374,3,1,1.542,1.542,1.542,3.322,3.061,2.805,4.31,3.784,3.355,5.732,4.61,3.934,6.703,5.005,4.174,7.476,5.248,4.305,8,5.387,4.374
30_30,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
30_31,23,26,9,7.084,6.036,4,0,1.13,1.13,1.13,2.91,2.774,2.607,4.218,3.882,3.53,6.29,5.477,4.804,7.322,6.18,5.357,8.3,6.752,5.795,9.169,7.156,6.086
30_32,6,7,6,5.742,5.444,5,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.267,2.243,2.207,3.3,3.233,3.141,4.267,4.144,3.984,6,5.742,5.444
30_34,9,11,9,8.549,8.067,7,2,1.222,1.222,1.222,1.222,1.222,1.222,2.389,2.369,2.338,4.556,4.448,4.302,5.556,5.388,5.171,7.389,7.082,6.722,9,8.549,8.067
30_35,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
31_10,9,15,4,3.906,3.814,0,0,1.667,1.667,1.667,1.667,1.667,1.667,2.722,2.585,2.439,3.714,3.416,3.175,3.897,3.604,3.378,4,3.805,3.646,4,3.805,3.646
31_35,6,10,5,4.131,3.571,3,0,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,2.733,2.597,2.451,4,3.565,3.205,4,3.565,3.205,5,4.131,3.571
31_9,19,25,5,4.281,3.931,1,0,1.316,1.316,1.316,2.24,2.141,2.028,3.361,3.054,2.78,4.279,3.774,3.413,4.62,4.054,3.693,4.842,4.204,3.851,4.842,4.204,3.851
32_1,6,7,5,4.711,4.455,3,2,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.2,2.156,2.094,3.1,2.987,2.849,3.867,3.68,3.475,5,4.711,4.455
32_10,15,18,5,4.637,4.378,0,2,1.2,1.2,1.2,2.133,2.057,1.964,2.853,2.679,2.492,4.138,3.741,3.411,4.699,4.229,3.888,4.943,4.488,4.181,4.981,4.547,4.255
32_2,10,16,8,6.301,4.923,4,3,1.6,1.6,1.6,1.6,1.6,1.6,2.8,2.691,2.56,4.595,4.132,3.657,6,5.091,4.267,7.133,5.787,4.655,8,6.301,4.923
33_10,13,15,6,3.232,2.143,5,0,4.077,2.735,2.051,4.077,2.735,2.051,4.077,2.735,2.051,2.15,1.922,1.731,2.15,1.922,1.731,2.15,1.922,1.731,6.369,3.314,2.154
33_11,18,33,8,7.175,6.681,1,0,1.833,1.833,1.833,3.242,3.123,2.977,5.147,4.729,4.326,6.929,6.17,5.593,7.477,6.653,6.079,7.83,7.008,6.479,7.944,7.126,6.62
34_16,6,7,3,2.217,1.815,2,0,1.667,1.57,1.485,1.667,1.57,1.485,1.667,1.57,1.485,1.667,1.57,1.485,1.667,1.57,1.485,1.667,1.57,1.485,3,2.217,1.815
34_3,33,58,15,7.904,5.588,9,1,1.758,1.758,1.758,4.654,4.181,3.741,6.286,5.235,4.46,9.139,6.478,5.115,11.522,7.172,5.379,13.328,7.585,5.505,15.271,7.951,5.599
36_2,17,21,8,6.268,5.313,4,0,1.235,1.235,1.235,2.243,2.174,2.086,3.753,3.475,3.181,5.236,4.63,4.104,6.528,5.505,4.776,7.047,5.806,4.996,8,6.268,5.313
36_29,7,9,5,4.586,4.263,2,2,1.286,1.286,1.286,1.286,1.286,1.286,2.333,2.262,2.17,3.171,3.003,2.815,3.829,3.567,3.306,4.333,3.997,3.693,5,4.586,4.263
36_34,5,8,7,6.727,6.4,6,1,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,3.1,3.064,3.012,4.5,4.402,4.267,5.8,5.62,5.389,7,6.727,6.4
37_23,8,12,5,4.243,3.789,2,1,1.5,1.5,1.5,1.5,1.5,1.5,2.536,2.421,2.291,3.25,3.011,2.779,3.757,3.411,3.111,4.464,3.92,3.533,5,4.243,3.789
37_35,7,13,6,5.321,4.829,2,2,1.857,1.857,1.857,1.857,1.857,1.857,3.19,3.055,2.897,4.143,3.853,3.562,4.829,4.404,4.024,5.333,4.801,4.363,6,5.321,4.829
38_0,6,13,8,6.586,5.452,6,0,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,3.733,3.577,3.394,6,5.355,4.734,6,5.355,4.734,8,6.586,5.452
39_26,88,167,19,10.372,7.253,4,4,1.898,1.898,1.898,8.935,7.133,5.789,11.805,8.482,6.489,15.039,9.553,6.956,17.021,10.007,7.128,18.322,10.252,7.213,19.044,10.38,7.256
39_27,12,18,9,6.816,5.4,6,1,1.5,1.5,1.5,2.682,2.59,2.475,3.636,3.413,3.16,5.129,4.583,4.057,6.346,5.408,4.62,7.455,6.051,5.006,9,6.816,5.4
39_31,13,63,9,7.64,7.23,2,0,4.846,4.846,4.846,6.577,6.207,5.9,7.252,6.739,6.361,7.761,7.166,6.785,8.231,7.429,7.049,8.231,7.429,7.049,9.132,7.668,7.251
4_11,5,6,4,3.464,3,3,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.1,2.018,1.92,3.4,3.067,2.743,3.4,3.067,2.743,4,3.464,3
4_24,11,16,4,2.832,2.246,1,1,1.455,1.455,1.455,2.018,1.903,1.804,2.424,2.158,1.961,3.061,2.466,2.108,3.503,2.644,2.178,3.667,2.706,2.201,4,2.832,2.246
4_33,15,16,4,2.832,2.246,1,1,1.067,1.067,1.067,1.667,1.575,1.484,2.066,1.875,1.707,2.873,2.351,2.008,3.413,2.593,2.133,3.769,2.738,2.202,4,2.832,2.246
40_0,15,39,12,8.483,6.882,6,1,2.6,2.6,2.6,4.333,4.127,3.9,5.556,5.111,4.68,7.861,6.707,5.85,9.435,7.536,6.382,10.771,8.081,6.686,12.391,8.596,6.933
40_26,46,91,17,8.981,6.424,7,3,1.978,1.978,1.978,5.945,5.201,4.558,8.41,6.611,5.445,11.71,7.829,6.033,13.925,8.39,6.242,15.869,8.784,6.367,17.149,9.005,6.431
40_27,8,11,8,7.187,6.368,6,1,1.375,1.375,1.375,1.375,1.375,1.375,2.607,2.559,2.491,3.714,3.585,3.415,5.625,5.271,4.857,6.464,5.974,5.429,8,7.187,6.368
40_31,9,13,6,4.413,3.449,4,0,1.444,1.444,1.444,1.444,1.444,1.444,2.389,2.273,2.146,3.659,3.221,2.834,4.175,3.54,3.029,4.655,3.805,3.174,6,4.413,3.449
40_32,160,484,25,11.601,8.504,5,3,3.025,3.025,3.025,13.521,9.72,7.76,17.029,10.635,8.171,20.635,11.196,8.378,22.751,11.422,8.45,24.143,11.539,8.486,25.092,11.608,8.505
40_33,9,12,8,7.237,6.545,5,2,1.333,1.333,1.333,1.333,1.333,1.333,2.528,2.481,2.415,4.548,4.328,4.063,5.397,5.072,4.706,6.833,6.29,5.744,8,7.237,6.545
40_6,4,12,4,3.888,3.789,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3.833,3.637,3.484,3.833,3.637,3.484,3.833,3.637,3.484
41_28,22,26,9,4.607,2.965,7,0,1.182,1.182,1.182,2.477,2.252,2.038,3.354,2.812,2.383,4.815,3.489,2.686,6.452,4.023,2.848,8.045,4.412,2.932,9,4.607,2.965
41_29,265,764,27,14.403,11.187,5,3,2.883,2.883,2.883,17.278,12.71,10.241,19.972,13.567,10.759,23.03,14.081,11.037,24.621,14.239,11.114,26.438,14.37,11.173,27.019,14.404,11.188
41_30,184,399,18,9.237,6.862,1,3,2.168,2.168,2.168,11.045,7.847,6.256,13.541,8.533,6.582,15.907,8.95,6.754,17.223,9.126,6.82,17.836,9.208,6.851,18.029,9.244,6.865
41_31,15,18,9,7.637,6.75,5,0,1.2,1.2,1.2,2.257,2.21,2.145,3.187,3.064,2.908,5.354,4.94,4.513,6.857,6.153,5.532,7.993,6.996,6.235,9,7.637,6.75
41_32,768,2481,38,15.234,10.976,3,1,3.23,3.23,3.23,26.716,14.336,10.693,31.222,14.808,10.85,35.01,15.079,10.932,36.824,15.178,10.961,38.775,15.264,10.984,38.775,15.264,10.984
41_33,1176,3542,41,14.647,10.489,6,4,3.012,3.012,3.012,27.866,14.036,10.307,31.633,14.349,10.407,35.692,14.532,10.46,37.853,14.589,10.475,40.218,14.635,10.486,40.218,14.635,10.486
41_35,5,7,5,4.371,3.769,4,0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.5,2.414,2.306,4.2,3.815,3.409,3.4,3.185,2.94,5,4.371,3.769
42_28,33,52,15,7.668,4.899,8,3,1.576,1.576,1.576,4.204,3.745,3.315,5.887,4.77,3.935,9.067,6.096,4.496,11.3,6.777,4.697,13.453,7.324,4.828,15.237,7.718,4.908
42_29,43,75,11,4.983,3.544,4,3,1.744,1.744,1.744,4.047,3.412,2.987,5.601,4.013,3.279,7.476,4.462,3.427,9.067,4.73,3.494,10.276,4.894,3.528,11.09,4.993,3.546
42_30,88,138,13,5.798,4.328,4,2,1.568,1.568,1.568,5.322,4.291,3.676,7.282,4.947,4.032,9.726,5.418,4.216,11.219,5.618,4.279,12.312,5.735,4.312,13,5.798,4.328
42_31,828,2174,40,16.173,11.421,6,2,2.626,2.626,2.626,26.259,15.068,11.041,30.874,15.652,11.257,35.215,15.973,11.362,37.586,16.09,11.398,39.336,16.153,11.416,39.336,16.153,11.416
42_32,2252,8366,50,18.503,13.626,5,3,3.715,3.715,3.715,37.584,18.061,13.484,42.128,18.311,13.568,46.483,18.446,13.61,47.384,18.465,13.615,47.384,18.465,13.615,47.384,18.465,13.615
42_33,1841,4994,40,15.072,10.838,6,1,2.713,2.713,2.713,28.965,14.617,10.688,32.513,14.878,10.779,35.93,14.999,10.817,36.391,15.01,10.821,43.013,15.102,10.844,43.013,15.102,10.844
43_29,263,553,18,8.616,6.565,3,1,2.103,2.103,2.103,11.373,7.699,6.162,13.52,8.161,6.382,15.565,8.432,6.496,16.654,8.529,6.534,17.593,8.593,6.557,18.34,8.633,6.571
43_30,67,159,21,14.046,10.827,4,1,2.373,2.373,2.373,10.632,9.07,7.744,14.136,11.167,9.12,17.382,12.731,10.07,19.278,13.488,10.51,20.375,13.864,10.725,20.94,14.03,10.818
43_31,168,361,25,13.097,9.599,7,1,2.149,2.149,2.149,13.483,10.261,8.183,16.806,11.603,8.92,20.079,12.453,9.334,22.377,12.826,9.495,24.019,13.011,9.567,25.454,13.133,9.611
43_32,1388,3533,38,14.921,11.174,5,4,2.545,2.545,2.545,25.648,14.337,10.953,29.586,14.64,11.076,32.823,14.791,11.131,35.978,14.881,11.162,36.672,14.896,11.166,38.913,14.938,11.179
43_33,574,1017,37,14.685,10.429,9,3,1.772,1.772,1.772,20.257,12.839,9.731,25.319,13.756,10.119,30.433,14.31,10.316,33.189,14.505,10.377,35.335,14.617,10.41,36.763,14.676,10.426
43_34,207,355,30,12.059,7.945,9,4,1.715,1.715,1.715,12.81,8.997,6.919,17.426,10.327,7.457,22.87,11.311,7.763,26.158,11.717,7.867,28.658,11.953,7.922,30.086,12.065,7.946
44_29,65,85,11,5.174,3.502,3,2,1.308,1.308,1.308,4.586,3.605,2.951,6.139,4.208,3.221,8.118,4.701,3.385,9.574,4.96,3.453,10.487,5.1,3.486,11,5.174,3.502
44_30,340,1254,39,17.598,11.661,3,3,3.688,3.688,3.688,26.28,15.629,11.083,31.365,16.652,11.4,35.513,17.243,11.567,37.426,17.449,11.622,38.634,17.564,11.652,39.235,17.621,11.667
44_32,258,541,21,11.215,8.867,3,2,2.097,2.097,2.097,13.138,9.758,8.037,15.671,10.481,8.482,18.246,10.92,8.722,19.625,11.087,8.805,20.624,11.184,8.852,21.012,11.216,8.867
44_33,233,315,26,8.437,5.236,8,5,1.352,1.352,1.352,10.055,6.406,4.747,14.115,7.264,5.009,19.123,7.914,5.151,22.435,8.203,5.201,24.802,8.365,5.226,26.068,8.441,5.236
44_34,255,339,29,10.227,6.21,10,3,1.329,1.329,1.329,11.881,7.692,5.558,16.336,8.788,5.906,21.441,9.57,6.092,24.952,9.932,6.161,27.523,10.132,6.195,29.233,10.24,6.212
44_35,6,8,4,3.364,2.909,2,1,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.2,2.092,1.975,2.8,2.571,2.353,3.267,2.907,2.602,4,3.364,2.909
45_29,36,41,7,4.526,3.678,3,0,1.139,1.139,1.139,3,2.707,2.437,4.123,3.475,3.008,5.133,4.006,3.377,5.816,4.257,3.535,6.667,4.465,3.649,7.081,4.539,3.685
45_30,368,899,35,12.476,8.826,7,4,2.443,2.443,2.443,17.725,10.842,8.326,23.066,11.632,8.605,28.658,12.129,8.744,31.691,12.318,8.79,33.852,12.426,8.815,34.807,12.468,8.824
45_32,58,102,15,8.859,6.818,5,1,1.759,1.759,1.759,6.704,5.757,4.985,8.792,6.968,5.804,11.105,7.915,6.363,12.932,8.435,6.628,14.099,8.694,6.747,15.086,8.873,6.824
45_33,163,284,33,17.148,11.499,9,5,1.742,1.742,1.742,14.252,11.209,8.867,19.89,13.845,10.209,25.578,15.701,10.994,29.066,16.493,11.284,31.63,16.943,11.434,33.109,17.164,11.504
45_34,314,382,32,9.989,5.193,11,7,1.217,1.217,1.217,12.971,7.555,4.782,17.59,8.606,5.004,23.12,9.36,5.122,27.286,9.708,5.165,30.403,9.902,5.185,31.894,9.984,5.193
45_35,5,5,3,2.586,2.273,2,0,1,1,1,1,1,1,1,1,1,1.7,1.625,1.538,2.6,2.337,2.105,2.2,2.037,1.875,3,2.586,2.273
46_28,19,22,5,3.144,2.63,3,0,1.158,1.158,1.158,1.842,1.744,1.643,2.545,2.285,2.079,3.262,2.7,2.398,3.737,2.867,2.502,3.737,2.867,2.502,5.15,3.17,2.64
46_29,35,42,11,5.352,3.615,7,1,1.2,1.2,1.2,3.117,2.783,2.478,4.541,3.63,3.013,6.506,4.378,3.35,8.225,4.826,3.493,9.772,5.142,3.571,11.198,5.383,3.621
46_30,125,202,24,10.386,7.016,10,3,1.616,1.616,1.616,9.068,7.039,5.694,12.745,8.465,6.391,16.882,9.475,6.768,19.954,9.957,6.911,22.498,10.247,6.984,24.08,10.393,7.017
46_31,145,253,19,7.861,5.804,5,5,1.745,1.745,1.745,8.118,6.168,5.091,10.609,6.906,5.478,14.035,7.429,5.681,16.468,7.664,5.752,18.259,7.806,5.79,19.068,7.866,5.805
46_33,511,1076,45,18.011,10.94,9,7,2.106,2.106,2.106,25.289,15.41,10.228,31.052,16.705,10.625,37.064,17.475,10.824,40.556,17.754,10.887,43.501,17.933,10.924,45.241,18.024,10.942
46_34,113,149,28,13.384,8.281,12,4,1.319,1.319,1.319,9.417,7.608,6.077,13.265,9.553,7.049,19.092,11.556,7.801,23.081,12.505,8.072,26.097,13.076,8.212,28,13.384,8.281
46_35,37,48,16,11.715,9.443,7,3,1.297,1.297,1.297,4.386,4.154,3.872,7.233,6.511,5.785,10.78,9.041,7.684,12.884,10.272,8.536,14.795,11.203,9.134,16.185,11.789,9.486
47_29,59,86,16,8.343,5.724,8,0,1.458,1.458,1.458,5.817,4.918,4.163,8.066,6.133,4.857,10.93,7.236,5.357,13.081,7.817,5.569,14.639,8.129,5.666,16,8.343,5.724
47_30,122,164,16,6.53,4.661,7,2,1.344,1.344,1.344,6.313,4.835,3.981,8.427,5.538,4.335,11.247,6.079,4.541,13.198,6.309,4.608,14.863,6.451,4.644,16.114,6.537,4.663
47_34,14,16,6,3.479,2.37,4,1,1.143,1.143,1.143,1.78,1.682,1.585,2.242,2.018,1.819,3.407,2.636,2.135,4.462,3.032,2.266,5.11,3.234,2.318,6,3.479,2.37
47_35,120,171,27,14.282,9.478,6,7,1.425,1.425,1.425,10.126,8.314,6.815,14.731,10.65,8.089,20.264,12.585,8.906,23.781,13.52,9.234,26.008,14.049,9.405,27.049,14.294,9.482
47_7,151,453,26,12.552,9.665,5,3,3,3,3,13.639,10.307,8.591,17.363,11.382,9.179,21.429,12.07,9.484,23.779,12.345,9.59,25.161,12.48,9.639,25.967,12.55,9.664
47_8,77,120,22,12.5,8.966,6,7,1.558,1.558,1.558,8.305,7.128,6.089,11.244,8.899,7.24,15.839,10.828,8.276,18.809,11.703,8.657,21.007,12.256,8.874,22,12.5,8.966
47_9,13,21,9,7.24,6.041,4,2,1.615,1.615,1.615,2.897,2.8,2.678,3.934,3.698,3.43,5.51,4.959,4.425,7.163,6.132,5.287,7.997,6.66,5.654,9,7.24,6.041
48_29,60,80,12,7.246,5.342,3,2,1.333,1.333,1.333,5.282,4.506,3.855,7.148,5.564,4.511,9.257,6.46,4.986,10.586,6.891,5.189,11.507,7.132,5.295,12,7.246,5.342
48_30,8,11,6,4.139,2.951,5,0,3.5,2.981,2.536,3.5,2.981,2.536,3.5,2.981,2.536,3.5,2.981,2.536,3.5,2.981,2.536,3.5,2.981,2.536,6,4.139,2.951
48_35,90,114,24,9.791,5.065,11,5,1.267,1.267,1.267,6.883,5.265,3.989,10.326,6.733,4.498,15.659,8.29,4.851,19.193,9.023,4.968,22.309,9.544,5.036,24,9.791,5.065
48_7,86,154,19,10.41,7.333,4,2,1.791,1.791,1.791,8.636,6.98,5.744,11.342,8.269,6.447,15.062,9.502,6.996,17.074,9.999,7.186,18.339,10.276,7.286,19.046,10.419,7.336
49_28,28,30,7,4.202,3.261,3,2,1.071,1.071,1.071,2.356,2.177,2,3.367,2.905,2.553,4.651,3.541,2.962,5.53,3.832,3.109,6.411,4.065,3.208,7.102,4.225,3.269
49_29,100,135,12,5.268,3.932,5,1,1.35,1.35,1.35,5.178,4.065,3.401,6.522,4.546,3.666,8.546,4.941,3.834,10.076,5.118,3.892,11.279,5.219,3.92,11.95,5.265,3.931
49_30,9,11,5,4.341,3.903,2,1,1.222,1.222,1.222,1.222,1.222,1.222,2.167,2.088,1.992,3.452,3.175,2.907,3.889,3.524,3.201,4.238,3.796,3.433,5,4.341,3.903
49_35,48,56,15,9.762,7.259,6,3,1.167,1.167,1.167,5.067,4.587,4.083,7.386,6.255,5.284,10.138,7.844,6.282,12.277,8.806,6.806,13.922,9.413,7.101,15,9.762,7.259
49_7,47,90,18,12.73,9.854,5,2,1.915,1.915,1.915,7.819,6.959,6.098,10.968,9.144,7.609,14.002,10.967,8.785,15.874,11.916,9.375,17.214,12.463,9.701,18,12.73,9.854
5_24,132,197,22,11.868,8.715,6,4,1.492,1.492,1.492,9.867,8.031,6.646,13.167,9.692,7.664,16.791,10.897,8.299,19.201,11.42,8.535,21.107,11.737,8.665,22,11.868,8.715
50_31,5,6,4,3.464,3,3,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.1,2.018,1.92,3.4,3.067,2.743,3.4,3.067,2.743,4,3.464,3
50_35,38,40,10,5.919,4.278,5,1,1.053,1.053,1.053,3.523,3.137,2.766,4.911,4.048,3.377,6.757,4.954,3.881,7.984,5.392,4.081,9.187,5.73,4.213,10.13,5.947,4.287
50_8,47,74,23,16.401,12.735,9,5,1.574,1.574,1.574,7.396,6.838,6.203,11.174,9.787,8.466,15.662,12.772,10.542,19.035,14.625,11.712,21.56,15.801,12.4,23,16.401,12.735
50_9,7,7,5,4.711,4.455,3,2,1,1,1,1,1,1,1.905,1.872,1.826,2.714,2.629,2.52,3.429,3.281,3.111,4.048,3.84,3.621,5,4.711,4.455
51_10,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
51_11,5,7,4,3.17,2.579,3,0,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,4,3.17,2.579
51_25,22,36,11,5.913,3.541,5,3,1.636,1.636,1.636,3.299,2.944,2.621,4.603,3.682,2.98,6.749,4.603,3.279,8.772,5.287,3.432,10.01,5.648,3.498,11.215,5.969,3.55
51_26,68,93,12,4.951,2.85,3,3,1.368,1.368,1.368,4.726,3.348,2.541,6.711,3.965,2.696,9.041,4.494,2.789,10.534,4.749,2.825,11.497,4.884,2.842,12.043,4.956,2.85
51_27,21,36,16,12.724,10.286,7,5,1.714,1.714,1.714,4.538,4.352,4.114,6.771,6.278,5.714,10.135,8.904,7.714,12.61,10.62,8.914,14.521,11.832,9.714,16.311,12.91,10.404
51_28,26,32,10,5.206,3.556,7,1,1.231,1.231,1.231,2.683,2.467,2.251,3.973,3.332,2.84,5.637,4.088,3.223,7.169,4.568,3.395,8.905,4.985,3.507,10.266,5.256,3.566
51_34,16,25,8,5.768,4.63,4,0,1.563,1.562,1.562,2.667,2.55,2.416,4.135,3.715,3.324,5.502,4.627,3.963,6.455,5.149,4.293,6.992,5.396,4.436,8,5.768,4.63
51_35,12,48,15,13.399,12.659,4,0,4,4,4,6.985,6.71,6.381,9.168,8.572,7.96,11.845,10.8,9.925,13.196,11.986,11.099,14.333,12.969,12.18,15,13.399,12.659
51_9,11,22,15,13.179,11.524,11,1,2,2,2,3.818,3.756,3.667,5.473,5.303,5.077,8.364,7.895,7.333,10.818,9.976,9.059,11.927,10.874,9.778,15.982,13.849,12
52_15,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
52_16,45,77,19,9.595,6.248,8,6,1.711,1.711,1.711,5.489,4.824,4.216,8.224,6.403,5.16,12.041,7.858,5.772,15.058,8.696,6.027,17.623,9.296,6.179,19.172,9.632,6.256
52_24,8,11,7,5.858,4.84,5,1,1.375,1.375,1.375,1.375,1.375,1.375,2.5,2.424,2.327,3.446,3.254,3.025,5.018,4.51,3.98,5.714,5.012,4.321,7,5.858,4.84
52_25,13,15,8,5.515,3.814,6,1,1.154,1.154,1.154,2.026,1.948,1.854,2.738,2.543,2.325,3.944,3.424,2.917,5.564,4.377,3.405,6.577,4.883,3.606,8,5.515,3.814
52_28,8,10,4,3.216,2.778,2,0,1.25,1.25,1.25,1.25,1.25,1.25,2.036,1.933,1.823,2.554,2.344,2.152,3.232,2.82,2.514,3.5,2.977,2.625,4,3.216,2.778
53_10,9,11,4,2.424,1.806,3,0,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,1.667,1.573,1.494,4.296,2.496,1.817
53_14,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
53_15,6,11,5,4.341,3.903,2,1,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,3,2.85,2.689,3.75,3.455,3.184,4.267,3.849,3.507,5,4.341,3.903
53_23,6,7,5,4.711,4.455,3,2,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.2,2.156,2.094,3.1,2.987,2.849,3.867,3.68,3.475,5,4.711,4.455
54_13,6,7,3,2.942,2.882,0,2,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2,1.914,1.815,2.55,2.385,2.227,2.867,2.673,2.513,3,2.845,2.722
54_14,7,8,3,2.46,2.133,1,1,1.143,1.143,1.143,1.143,1.143,1.143,1.762,1.664,1.567,2.143,1.952,1.789,2.429,2.141,1.925,2.667,2.279,2.017,3,2.46,2.133
55_13,22,30,9,6.338,5.056,4,1,1.364,1.364,1.364,3.224,3.013,2.783,4.429,3.954,3.515,6.01,5,4.262,7.378,5.706,4.709,8.244,6.069,4.915,9.178,6.395,5.085
56_11,6,11,6,5.164,4.481,3,2,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,3.133,2.997,2.84,4.1,3.792,3.477,4.867,4.373,3.916,6,5.164,4.481
56_16,8,8,6,5.657,5.333,4,2,1,1,1,1,1,1,1.929,1.903,1.867,2.786,2.717,2.625,4.286,4.102,3.889,4.929,4.684,4.421,6,5.657,5.333
56_23,7,7,5,4.371,3.769,4,0,1,1,1,1,1,1,1.857,1.811,1.75,2.6,2.481,2.333,3.857,3.535,3.182,4.429,3.97,3.5,5,4.371,3.769
57_11,6,7,3,2.6,2.333,1,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.867,1.768,1.667,2.3,2.112,1.944,2.6,2.332,2.121,3,2.6,2.333
57_25,14,24,9,6.987,5.878,4,2,1.714,1.714,1.714,3.022,2.909,2.771,4.033,3.771,3.488,6.034,5.311,4.705,7.351,6.152,5.325,8.077,6.544,5.593,9,6.987,5.878
57_26,8,8,3,2.649,2.462,1,0,1,1,1,1,1,1,1.679,1.601,1.514,2.125,1.971,1.826,2.607,2.369,2.188,2.75,2.485,2.301,2.75,2.485,2.301
6_12,11,13,3,1.988,1.61,1,1,1.182,1.182,1.182,1.527,1.447,1.384,1.764,1.587,1.468,2.182,1.759,1.543,2.527,1.865,1.577,2.8,1.937,1.597,3.076,2.007,1.614
6_33,61,136,23,10.958,6.82,8,4,2.23,2.23,2.23,8.225,6.625,5.393,12.047,8.31,6.116,16.337,9.62,6.519,19.458,10.329,6.691,21.734,10.752,6.78,23,10.958,6.82
60_1,6,11,5,4.341,3.903,2,1,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,1.833,3,2.85,2.689,3.75,3.455,3.184,4.267,3.849,3.507,5,4.341,3.903
60_19,14,18,6,3.18,2.132,4,1,1.286,1.286,1.286,1.835,1.729,1.635,2.253,1.996,1.798,3.407,2.499,1.997,4.462,2.82,2.073,5.11,2.983,2.103,6,3.18,2.132
60_24,26,58,13,8.794,6.95,5,1,2.231,2.231,2.231,4.978,4.6,4.215,7.268,6.245,5.421,9.449,7.486,6.231,10.873,8.117,6.601,12.211,8.576,6.845,13,8.794,6.95
