,tile_id,SC1,SC2,SC3,SC4,SC5,SC6,SC7
101,23_16,0.19,0.9316,0.965,0.9806,0.9857,0.9896,0.992
102,23_17,0.1429,0.791,0.8692,0.928,0.9518,0.9652,0.972
103,23_3,0.306,0.9051,0.9436,0.97,0.9814,0.9866,0.989
104,23_4,0.165,0.6844,0.8078,0.8834,0.9196,0.945,0.9584
105,24_14,0.287,0.8691,0.9144,0.9518,0.9691,0.9792,0.984
106,24_15,0.295,0.4422,0.5743,0.6454,0.6932,0.7136,0.7355
107,24_17,0.191,0.7125,0.8032,0.8756,0.9055,0.9208,0.93
108,24_3,0.21,0.8209,0.9079,0.9526,0.9691,0.9788,0.984
109,25_12,0.437,0.5859,0.6375,0.7174,0.7904,0.8324,0.8725
110,25_13,0.304,0.6661,0.7793,0.8718,0.9109,0.933,0.9475
111,25_14,0.447,0.8215,0.8553,0.8646,0.8717,0.8786,0.8845
112,25_15,0.557,0.8025,0.8655,0.9146,0.9371,0.9508,0.9675
113,25_17,0.132,0.5775,0.7442,0.8838,0.9406,0.9602,0.965
114,25_4,0.079,0.4313,0.6102,0.7746,0.8457,0.8802,0.895
115,25_5,0.146,0.146,0.256,0.3816,0.432,0.4706,0.5295
116,26_11,0.114,0.114,0.114,0.229,0.343,0.457,0.6975
117,26_12,0.153,0.3623,0.496,0.6664,0.7411,0.788,0.835
118,26_14,0.371,0.371,0.586,0.7,0.7772,0.8,0.8615
119,26_17,0.1,0.1,0.1,0.2,0.2699,0.3,0.5225
120,26_5,0.611,0.7164,0.7319,0.733,0.733,0.733,0.754
121,26_7,0.243,0.4016,0.523,0.683,0.7286,0.7468,0.763
122,26_8,0.244,0.6466,0.7289,0.8016,0.8514,0.8866,0.911
123,27_6,0.229,0.5568,0.6867,0.7938,0.8426,0.8688,0.8805
124,27_7,0.314,0.4546,0.5196,0.5678,0.5957,0.623,0.6635
125,28_11,0.1429,0.1429,0.2456,0.3258,0.4,0.429,0.5115
126,28_12,0.214,0.3669,0.5714,0.7116,0.7857,0.8248,0.875
127,28_13,0.321,0.321,0.554,0.711,0.8419,0.875,1.0
128,28_17,0.333,0.333,0.333,0.333,0.5,0.5,0.6719
129,28_5,0.185,0.3161,0.427,0.5998,0.6965,0.754,0.83
130,28_8,0.0709,0.0709,0.1429,0.214,0.3356,0.429,0.5895
131,3_16,0.2829,0.6855,0.7755,0.8482,0.8849,0.908,0.9195
132,3_17,0.2859,0.4465,0.5423,0.642,0.691,0.711,0.7364
133,3_6,0.415,0.6682,0.756,0.857,0.9084,0.9392,0.953
134,30_0,0.341,0.5633,0.73,0.9152,0.9528,0.957,1.0
135,30_10,0.1,0.1,0.1,0.2,0.2699,0.3,0.5225
136,30_11,0.378,0.8052,0.8813,0.9334,0.9541,0.9622,0.966
137,30_12,0.169,0.5369,0.712,0.8238,0.8679,0.8962,0.915
138,30_9,0.417,0.8437,0.9068,0.941,0.9551,0.9668,0.9745
139,31_11,0.318,0.4852,0.5876,0.7138,0.8095,0.8904,0.97
140,32_10,0.144,0.2561,0.358,0.5396,0.6489,0.709,0.776
141,33_10,0.398,0.7143,0.7976,0.8668,0.9009,0.9256,0.942
142,33_11,0.4,0.4,0.4,0.6,0.667,0.667,0.796
143,33_9,0.091,0.091,0.1719,0.2928,0.357,0.4188,0.4865
144,34_10,0.226,0.3476,0.426,0.51,0.5515,0.5956,0.653
145,34_11,0.028,0.028,0.056,0.1054,0.139,0.1832,0.262
146,34_12,0.0709,0.0709,0.0709,0.1429,0.1926,0.214,0.3804
147,34_7,0.091,0.091,0.1719,0.2928,0.357,0.4188,0.4865
148,34_8,0.48,0.48,0.48,0.66,0.74,0.82,0.9564
149,34_9,0.219,0.6318,0.7742,0.8936,0.9366,0.9538,0.9605
150,35_10,0.3,0.3,0.3,0.525,0.675,0.75,0.8465
151,35_12,0.17,0.7821,0.8682,0.9196,0.9388,0.9482,0.953
152,35_3,0.236,0.4645,0.5705,0.7088,0.7821,0.8222,0.852
153,35_4,0.1429,0.5073,0.6923,0.8444,0.8973,0.9194,0.9315
154,35_5,0.136,0.3431,0.4338,0.526,0.5892,0.6362,0.676
155,35_7,0.115,0.4908,0.6439,0.7724,0.8447,0.8926,0.925
156,35_9,0.104,0.104,0.208,0.312,0.488,0.623,0.83
157,36_10,0.112,0.6914,0.8316,0.8998,0.9124,0.9166,0.918
158,36_11,0.12,0.4285,0.6153,0.751,0.8118,0.842,0.856
159,36_12,0.128,0.521,0.6509,0.7684,0.8311,0.8676,0.8875
160,36_14,0.183,0.6554,0.7542,0.8554,0.9016,0.926,0.9395
161,36_3,0.167,0.167,0.3164,0.4666,0.667,0.833,1.0
162,36_5,0.5,0.5,0.719,0.843,0.869,0.875,0.895
163,36_6,0.178,0.4637,0.6275,0.78,0.8629,0.9232,0.952
164,36_7,0.206,0.6193,0.721,0.821,0.8844,0.9218,0.944
165,36_8,0.125,0.125,0.223,0.3454,0.402,0.4566,0.543
166,36_9,0.184,0.6523,0.8073,0.9104,0.9442,0.9552,0.958
167,37_10,0.114,0.2947,0.4846,0.6732,0.746,0.7914,0.828
168,37_13,0.1,0.2437,0.3767,0.509,0.6022,0.6728,0.7315
169,37_14,0.076,0.4586,0.6312,0.7728,0.8371,0.8722,0.8885
170,37_15,0.383,0.5625,0.6548,0.7428,0.8067,0.8698,0.9484
171,37_3,0.252,0.4641,0.5457,0.6332,0.7127,0.758,0.7955
172,37_4,0.429,0.429,0.429,0.5709,0.5709,0.5709,0.6915
173,37_7,0.107,0.1991,0.291,0.502,0.6377,0.7442,0.846
174,37_8,0.236,0.5818,0.6744,0.7648,0.8221,0.8594,0.8815
175,37_9,0.125,0.125,0.125,0.25,0.3374,0.375,0.64
176,38_0,0.057,0.057,0.057,0.114,0.171,0.229,0.3635
177,38_14,0.226,0.7238,0.798,0.8646,0.8982,0.9184,0.9285
178,38_15,0.125,0.3117,0.4411,0.5914,0.6637,0.7006,0.7215
179,38_3,0.231,0.8736,0.9314,0.963,0.9778,0.9888,0.995
180,38_7,0.167,0.167,0.2984,0.4146,0.547,0.633,0.777
181,39_11,0.211,0.3582,0.48,0.685,0.7873,0.8648,0.945
182,39_15,0.133,0.133,0.133,0.267,0.4,0.533,0.796
183,39_2,0.333,0.8127,0.8988,0.9426,0.9638,0.9762,0.981
184,39_3,0.29,0.9599,0.9725,0.9816,0.9867,0.9886,0.99
185,39_4,0.413,0.6258,0.8277,0.9178,0.9381,0.941,0.9464
186,39_5,0.1019,0.1894,0.3417,0.5102,0.6189,0.681,0.7175
187,39_6,0.18,0.6832,0.797,0.8856,0.9199,0.9384,0.948
188,39_8,0.133,0.133,0.133,0.267,0.4,0.533,0.796
189,4_16,0.042,0.042,0.0789,0.1166,0.167,0.208,0.308
190,4_17,0.083,0.1571,0.2258,0.3488,0.4519,0.5344,0.6285
191,40_1,0.095,0.1805,0.269,0.489,0.6436,0.766,0.863
192,40_16,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
193,40_4,0.226,0.8392,0.9154,0.9588,0.9741,0.9822,0.986
194,40_5,0.096,0.2532,0.4327,0.623,0.743,0.807,0.843
195,40_7,0.343,0.6219,0.756,0.8462,0.8793,0.897,0.91
196,41_0,0.129,0.3235,0.4616,0.6538,0.7366,0.773,0.787
197,41_1,0.08,0.1484,0.217,0.372,0.474,0.5602,0.6615
198,41_10,0.291,0.6699,0.8123,0.888,0.9236,0.946,0.9584
199,41_16,0.111,0.111,0.111,0.111,0.222,0.222,0.4695
200,41_2,0.205,0.5754,0.7107,0.8138,0.8529,0.8692,0.8725
201,41_4,0.382,0.382,0.382,0.471,0.5325,0.559,0.746
202,41_5,0.1739,0.791,0.879,0.9374,0.9588,0.9738,0.983
203,41_7,0.2859,0.2859,0.2859,0.5,0.6,0.643,0.794
204,41_9,0.303,0.303,0.4938,0.627,0.739,0.788,0.855
205,42_0,0.092,0.4844,0.7253,0.896,0.9475,0.975,0.9905
206,42_1,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
207,42_10,0.351,0.5343,0.6403,0.753,0.8179,0.86,0.9165
208,42_2,0.224,0.898,0.9397,0.9632,0.9724,0.9782,0.981
209,42_3,0.211,0.9654,0.9806,0.9868,0.989,0.9906,0.992
210,42_5,0.292,0.292,0.292,0.542,0.6875,0.75,0.9815
211,42_6,0.227,0.227,0.406,0.6228,0.714,0.7822,0.847
212,43_17,0.155,0.2785,0.3813,0.5378,0.651,0.711,0.775
213,43_19,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
214,43_20,0.1419,0.3579,0.575,0.7874,0.8628,0.8884,0.8955
215,43_23,0.207,0.7675,0.8857,0.9463,0.9678,0.9782,0.984
216,43_33,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
217,5_16,0.135,0.9371,0.97,0.9846,0.9887,0.991,0.992
218,6_0,0.3,0.3,0.3,0.5,0.5699,0.6,0.7775
219,6_14,0.255,0.9329,0.9629,0.9824,0.9894,0.9926,0.993
220,6_15,0.217,0.9765,0.9896,0.9948,0.996,0.997,0.997
221,6_16,0.165,0.8785,0.9311,0.966,0.9774,0.9836,0.986
222,7_13,0.239,0.8139,0.8837,0.9218,0.9381,0.9472,0.9515
223,7_14,0.308,0.9401,0.9662,0.9806,0.9867,0.9896,0.991
224,8_12,0.166,0.6621,0.8173,0.9104,0.9284,0.9336,0.937
225,8_13,0.133,0.5875,0.7448,0.8546,0.9013,0.9254,0.933
226,8_4,0.4,0.4,0.4,0.6,0.667,0.667,0.796
227,9_11,0.116,0.2119,0.3743,0.5496,0.6735,0.7658,0.856
228,9_12,0.135,0.3873,0.5275,0.67,0.7439,0.7924,0.8274
229,9_13,0.217,0.3842,0.6339,0.8758,0.9429,0.952,1.0
