,tile_id,SC1,SC2,SC3,SC4,SC5,SC6,SC7
387,85_0,0.139,0.3442,0.4865,0.6584,0.7543,0.8132,0.861
388,85_5,0.247,0.8184,0.8995,0.943,0.9598,0.9702,0.976
389,85_6,0.244,0.9214,0.9646,0.9864,0.9917,0.993,0.994
390,85_7,0.217,0.9425,0.9721,0.9836,0.9877,0.9906,0.992
391,86_35,0.155,0.2785,0.3813,0.5378,0.651,0.711,0.775
392,86_40,0.133,0.133,0.133,0.133,0.267,0.267,0.5535
393,86_41,0.131,0.339,0.4966,0.7362,0.8342,0.8694,0.8805
394,86_47,0.207,0.7675,0.8857,0.9463,0.9678,0.9782,0.984
395,86_67,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
396,9_33,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
