,tile_id,SC1,SC2,SC3,SC4,SC5,SC6,SC7
164,158_23,0.14,0.253,0.349,0.4946,0.604,0.66,0.712
165,158_24,0.167,0.167,0.2939,0.4016,0.517,0.583,0.679
166,159_13,0.137,0.25,0.359,0.596,0.7411,0.8522,0.9425
167,159_14,0.354,0.8946,0.9319,0.9562,0.9708,0.9822,0.9895
168,159_15,0.371,0.9233,0.9423,0.9604,0.9704,0.9756,0.977
169,159_16,0.413,0.6258,0.8277,0.9178,0.9381,0.941,0.9464
170,16_68,0.19,0.19,0.3358,0.4592,0.59,0.667,0.7725
171,160_16,0.266,0.7463,0.866,0.9318,0.9554,0.9682,0.971
172,160_17,0.351,0.7906,0.8623,0.9202,0.9475,0.9654,0.9755
173,160_18,0.37,0.79,0.8437,0.883,0.9018,0.9112,0.9155
174,160_19,0.14,0.574,0.7309,0.8592,0.9141,0.9436,0.9595
175,160_20,0.222,0.222,0.397,0.6144,0.714,0.811,0.9385
176,160_21,0.135,0.2395,0.335,0.5036,0.5957,0.639,0.685
177,161_18,0.444,0.444,0.444,0.444,0.722,0.722,0.92
178,163_17,0.333,0.333,0.333,0.333,0.542,0.542,0.721
179,163_30,0.227,0.3866,0.5971,0.7386,0.7975,0.8314,0.859
180,163_6,0.125,0.125,0.241,0.4264,0.536,0.6592,0.82
181,163_65,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
182,164_30,0.2859,0.2859,0.2859,0.5,0.6,0.643,0.794
183,164_7,0.1,0.1,0.1,0.2,0.2699,0.3,0.5225
184,165_23,0.167,0.167,0.167,0.333,0.4498,0.5,0.8149
185,165_39,0.303,0.303,0.4938,0.627,0.739,0.788,0.855
186,166_22,0.169,0.3891,0.5691,0.719,0.7933,0.8212,0.8285
187,166_23,0.23,0.6253,0.7417,0.8344,0.8759,0.8984,0.9085
188,167_0,0.193,0.3345,0.5343,0.6894,0.7812,0.817,0.8405
189,167_18,0.382,0.382,0.382,0.471,0.5325,0.559,0.746
190,167_22,0.135,0.5483,0.7349,0.867,0.9032,0.9178,0.925
191,167_23,0.456,0.7902,0.8876,0.9302,0.9423,0.9502,0.96
192,167_41,0.292,0.6709,0.7953,0.8844,0.9213,0.9446,0.958
193,167_7,0.343,0.343,0.343,0.514,0.5709,0.5709,0.6725
194,167_9,0.258,0.6064,0.7442,0.853,0.8916,0.9056,0.9095
195,168_0,0.185,0.3161,0.427,0.5998,0.6965,0.754,0.83
196,168_25,0.15,0.15,0.15,0.3,0.45,0.6,0.873
197,168_9,0.241,0.412,0.6459,0.8518,0.9071,0.9406,0.9605
198,169_0,0.114,0.114,0.114,0.229,0.343,0.457,0.6975
199,169_1,0.127,0.127,0.254,0.381,0.5968,0.762,0.962
200,169_10,0.166,0.298,0.419,0.6432,0.7805,0.858,0.95
201,169_11,0.61,0.61,0.676,0.733,0.8075,0.848,0.8905
202,169_15,0.167,0.167,0.167,0.333,0.4498,0.5,0.8149
203,169_2,0.367,0.5569,0.6633,0.7636,0.815,0.8578,0.915
204,169_40,0.433,0.433,0.433,0.617,0.717,0.8169,0.9725
205,169_41,0.267,0.267,0.267,0.483,0.65,0.767,0.898
206,169_9,0.267,0.678,0.8109,0.8872,0.9041,0.9116,0.9155
207,170_1,0.208,0.208,0.39,0.545,0.7477,0.857,0.9524
208,170_10,0.207,0.5798,0.7979,0.921,0.9529,0.975,0.989
209,170_11,0.208,0.4528,0.5843,0.7378,0.8087,0.8478,0.878
210,170_12,0.24,0.7548,0.8566,0.9208,0.9559,0.977,0.9915
211,170_13,0.417,0.7198,0.8407,0.9138,0.9461,0.9556,0.959
212,170_14,0.186,0.4577,0.7054,0.88,0.9421,0.9664,0.9825
213,170_15,0.257,0.7581,0.8615,0.9202,0.9428,0.9558,0.9655
214,171_0,0.136,0.136,0.136,0.273,0.3681,0.4089,0.6905
215,171_1,0.13,0.13,0.247,0.351,0.4958,0.584,0.702
216,171_11,0.375,0.8033,0.8805,0.9218,0.9374,0.9462,0.9524
217,171_12,0.294,0.7437,0.8704,0.948,0.9731,0.9832,0.9915
218,171_13,0.255,0.6459,0.8325,0.926,0.9544,0.9688,0.9745
219,171_14,0.216,0.9235,0.9637,0.9816,0.9867,0.99,0.991
220,172_0,0.22,0.22,0.385,0.503,0.6213,0.67,0.7224
221,172_12,0.158,0.2881,0.4003,0.5792,0.7075,0.7954,0.879
222,172_13,0.098,0.1825,0.2608,0.393,0.509,0.579,0.6354
223,172_24,0.249,0.4912,0.608,0.7416,0.8448,0.9008,0.9544
224,172_25,0.231,0.4974,0.6835,0.8142,0.8612,0.8856,0.898
225,173_96,0.181,0.4372,0.6593,0.8126,0.8468,0.8556,0.86
226,18_67,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
227,2_67,0.171,0.171,0.171,0.343,0.514,0.686,0.9525
228,20_67,0.309,0.309,0.309,0.536,0.7,0.8179,0.966
229,21_66,0.264,0.786,0.8851,0.9558,0.9798,0.9886,0.991
230,21_67,0.317,0.7498,0.8302,0.8972,0.9252,0.9378,0.9435
231,22_65,0.366,0.7409,0.8179,0.8834,0.9199,0.943,0.953
232,22_66,0.209,0.5588,0.7201,0.8354,0.8635,0.8752,0.879
233,22_67,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
234,23_64,0.16,0.16,0.16,0.29,0.39,0.46,0.554
235,23_65,0.199,0.9019,0.9505,0.9724,0.9777,0.9806,0.982
236,23_66,0.222,0.5887,0.7131,0.8212,0.8774,0.9154,0.941
237,24_64,0.228,0.5114,0.6523,0.8,0.8793,0.9346,0.962
238,24_65,0.139,0.4916,0.6649,0.8028,0.8523,0.876,0.888
239,25_61,0.477,0.6898,0.8388,0.8694,0.871,0.871,0.879
240,25_62,0.584,0.8669,0.9308,0.9628,0.9741,0.9796,1.0
241,25_63,0.1719,0.5565,0.712,0.8178,0.8616,0.8896,0.907
242,25_64,0.147,0.7398,0.8419,0.9158,0.9479,0.9648,0.972
243,26_59,0.2819,0.5926,0.7362,0.8502,0.913,0.9442,0.974
244,26_60,0.359,0.8278,0.9096,0.9596,0.9764,0.9846,0.988
245,26_61,0.193,0.8357,0.918,0.9636,0.9764,0.98,0.981
246,26_62,0.136,0.504,0.6669,0.8062,0.8596,0.888,0.907
247,26_63,0.33,0.919,0.9557,0.9802,0.9887,0.992,0.993
248,26_64,0.316,0.9184,0.9558,0.9716,0.9787,0.9836,0.987
249,27_56,0.259,0.259,0.4525,0.61,0.77,0.852,0.9275
250,27_57,0.094,0.2492,0.4267,0.6394,0.7482,0.8196,0.862
251,27_58,0.266,0.9265,0.9599,0.9786,0.9857,0.989,0.99
252,27_59,0.406,0.8808,0.95,0.9706,0.9757,0.9786,0.98
253,27_61,0.292,0.292,0.4639,0.5766,0.667,0.708,0.8009
254,27_62,0.461,0.8582,0.9052,0.9463,0.9648,0.9732,0.975
255,27_63,0.2839,0.9695,0.9875,0.9938,0.995,0.9966,0.997
256,27_64,0.147,0.3358,0.4957,0.6392,0.746,0.8208,0.876
257,28_56,0.289,0.8232,0.8771,0.9116,0.9338,0.9478,0.955
258,28_57,0.3479,0.8997,0.9437,0.9702,0.9794,0.9836,0.985
259,28_58,0.201,0.622,0.7856,0.9074,0.9509,0.9662,0.9705
260,29_55,0.074,0.074,0.1406,0.2072,0.296,0.37,0.5385
261,29_56,0.323,0.9043,0.9388,0.9632,0.9734,0.9786,0.981
262,3_0,0.3,0.3,0.3,0.5,0.5699,0.6,0.6815
263,3_67,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
264,30_54,0.509,0.509,0.643,0.795,0.864,0.9374,1.0
265,30_55,0.2819,0.8115,0.8902,0.9424,0.9621,0.9722,0.977
266,30_56,0.433,0.7844,0.8707,0.9284,0.9481,0.9598,0.966
267,31_52,0.095,0.095,0.1679,0.2296,0.295,0.333,0.391
268,31_53,0.194,0.3346,0.5343,0.6978,0.7856,0.7996,0.8045
269,31_54,0.222,0.222,0.381,0.489,0.5897,0.635,0.709
270,32_52,0.381,0.4997,0.5717,0.636,0.6883,0.7294,0.7615
271,32_53,0.242,0.3892,0.498,0.659,0.7374,0.7936,0.8435
272,32_55,0.255,0.4155,0.5302,0.687,0.809,0.882,0.9375
273,33_50,0.52,0.52,0.52,0.8,0.92,0.96,1.0
274,33_51,0.167,0.3929,0.5878,0.7542,0.8213,0.8606,0.8835
275,33_52,0.1429,0.256,0.4376,0.6594,0.7831,0.8648,0.924
276,33_53,0.273,0.4278,0.5278,0.6502,0.749,0.825,0.922
277,34_19,0.3,0.3,0.3,0.5,0.5699,0.6,0.7775
278,34_50,0.114,0.114,0.114,0.229,0.343,0.457,0.6975
279,35_49,0.111,0.111,0.21,0.358,0.437,0.512,0.594
280,35_50,0.315,0.4993,0.7133,0.8832,0.9243,0.9428,0.954
281,36_48,0.171,0.3059,0.429,0.657,0.7578,0.815,0.869
282,36_49,0.25,0.25,0.418,0.594,0.673,0.7652,0.9035
283,37_47,0.167,0.167,0.2984,0.4146,0.547,0.633,0.777
284,39_49,0.067,0.067,0.067,0.067,0.133,0.133,0.29
285,39_52,0.267,0.267,0.267,0.483,0.65,0.767,0.898
286,39_53,0.267,0.4484,0.5786,0.75,0.8379,0.864,0.894
287,4_27,0.45,0.45,0.45,0.712,0.838,0.875,1.0
288,40_46,0.295,0.4878,0.6195,0.777,0.8437,0.862,0.879
289,40_47,0.25,0.25,0.385,0.46,0.5,0.5,0.5725
290,40_48,0.201,0.3463,0.5473,0.7332,0.7877,0.8258,0.8555
291,40_53,0.201,0.296,0.3414,0.367,0.368,0.368,0.384
292,41_53,0.077,0.077,0.1463,0.2156,0.308,0.385,0.5585
293,41_54,0.194,0.194,0.365,0.6104,0.734,0.8406,0.92
294,42_35,0.461,0.6737,0.7496,0.8396,0.8912,0.9042,0.913
295,42_48,0.667,0.667,0.667,0.667,0.667,0.667,0.84
296,42_52,0.59,0.8379,0.9428,0.9952,1.0,1.0,1.0
297,42_53,0.267,0.267,0.39,0.4622,0.483,0.5102,0.5569
298,43_35,0.426,0.6603,0.7179,0.802,0.8551,0.889,0.908
299,43_36,0.4,0.4,0.58,0.68,0.767,0.833,0.952
300,43_49,0.1429,0.1429,0.277,0.402,0.5928,0.723,0.8935
301,43_50,0.226,0.5731,0.7486,0.8606,0.9047,0.9388,0.9605
302,43_52,0.353,0.353,0.529,0.63,0.7528,0.832,0.93
303,43_53,0.179,0.5206,0.7068,0.8748,0.9337,0.9568,0.97
304,44_46,0.323,0.6914,0.8077,0.8686,0.8945,0.9108,0.9205
305,44_47,0.37,0.67,0.7752,0.882,0.9216,0.9418,0.9584
306,44_48,0.537,0.7888,0.8656,0.9158,0.9365,0.9498,0.9575
307,44_49,0.312,0.6409,0.7891,0.9144,0.9649,0.9884,1.0
308,44_53,0.365,0.5797,0.8047,0.9046,0.9275,0.9388,0.9524
309,44_54,0.211,0.3278,0.406,0.503,0.5586,0.6176,0.695
310,45_43,0.259,0.259,0.4129,0.5124,0.593,0.63,0.715
311,45_46,0.289,0.4524,0.63,0.7816,0.8428,0.893,0.929
312,45_49,0.4,0.4,0.4,0.4,0.6,0.6,0.808
313,45_53,0.42,0.5691,0.6589,0.7914,0.899,0.951,1.0
314,46_42,0.044,0.044,0.044,0.089,0.133,0.178,0.284
315,46_51,0.178,0.178,0.328,0.557,0.6919,0.802,0.9125
316,46_52,0.417,0.417,0.5664,0.6166,0.625,0.625,0.7015
317,46_53,0.494,0.7263,0.7658,0.8106,0.8385,0.8574,0.873
318,47_32,0.306,0.306,0.5058,0.652,0.789,0.861,0.96
319,47_34,0.412,0.5906,0.6792,0.762,0.803,0.825,0.854
320,47_35,0.333,0.333,0.542,0.7082,0.744,0.75,0.79
321,47_42,0.322,0.6972,0.8477,0.9394,0.9662,0.9802,0.9865
322,47_43,0.529,0.529,0.721,0.807,0.8772,0.9,0.931
323,47_44,0.625,0.625,0.7375,0.75,0.75,0.75,0.8355
324,47_48,0.245,0.6326,0.7486,0.8398,0.8799,0.8972,0.904
325,47_50,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
326,47_51,0.291,0.8592,0.8983,0.9154,0.9271,0.9372,0.943
327,47_52,0.257,0.427,0.6328,0.7696,0.8049,0.828,0.8505
328,47_53,0.574,0.7184,0.762,0.793,0.8226,0.846,0.8805
329,47_54,0.513,0.7341,0.802,0.882,0.9172,0.9292,0.933
330,47_55,0.3,0.5992,0.7138,0.7682,0.7727,0.773,0.781
331,48_36,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
332,48_42,0.394,0.394,0.5686,0.656,0.709,0.727,0.783
333,48_48,0.265,0.265,0.429,0.531,0.6446,0.724,0.8515
334,48_51,0.261,0.6231,0.7693,0.8408,0.875,0.913,0.943
335,48_52,0.307,0.5798,0.6897,0.7764,0.8075,0.8218,0.8385
336,48_53,0.136,0.25,0.361,0.5802,0.7113,0.758,0.7815
337,48_55,0.223,0.5894,0.7472,0.8576,0.9041,0.9434,0.9765
338,48_56,0.444,0.444,0.651,0.77,0.806,0.8498,0.92
339,49_27,0.308,0.5265,0.706,0.9412,0.9972,1.0,1.0
340,49_28,0.424,0.7473,0.8661,0.9266,0.9605,0.984,1.0
341,49_29,0.667,0.667,0.667,0.667,0.762,0.762,0.9315
342,49_42,0.375,0.375,0.375,0.625,0.7124,0.75,0.861
343,49_47,0.364,0.6772,0.825,0.8982,0.9289,0.9432,0.953
344,49_51,0.381,0.6102,0.6764,0.7393,0.7755,0.8078,0.8445
345,49_52,0.234,0.234,0.403,0.517,0.6121,0.636,0.6825
346,49_56,0.272,0.5251,0.626,0.7091,0.7432,0.7572,0.767
347,49_59,0.393,0.393,0.617,0.8196,0.901,0.9688,1.0
348,5_67,0.333,0.333,0.5301,0.6592,0.762,0.81,0.9065
349,5_70,0.594,0.746,0.8169,0.889,0.9216,0.932,0.947
350,50_27,0.405,0.405,0.643,0.771,0.859,0.893,0.9425
351,50_42,0.133,0.2451,0.4322,0.6234,0.7352,0.7956,0.842
352,50_43,0.167,0.167,0.2984,0.4146,0.547,0.633,0.777
353,50_48,0.1429,0.1429,0.1429,0.2859,0.386,0.429,0.719
354,50_50,0.2859,0.2859,0.4399,0.5258,0.5709,0.5709,0.659
355,50_51,0.392,0.5402,0.5948,0.6148,0.615,0.615,0.64
356,50_56,0.104,0.1876,0.2595,0.3706,0.461,0.519,0.6074
357,50_57,0.372,0.5851,0.6244,0.6734,0.7223,0.7584,0.787
358,50_58,0.16,0.4541,0.6529,0.8196,0.8801,0.9136,0.9255
359,50_59,0.356,0.356,0.544,0.684,0.7263,0.7692,0.829
360,50_8,0.1409,0.1409,0.248,0.3684,0.413,0.4352,0.463
361,51_10,0.234,0.6085,0.7445,0.8536,0.901,0.9316,0.9504
362,51_11,0.113,0.6313,0.7929,0.9022,0.9369,0.9528,0.959
363,51_12,0.336,0.525,0.7132,0.7978,0.8242,0.84,0.859
364,51_13,0.3,0.3,0.3,0.5,0.5699,0.6,0.7775
365,51_14,0.324,0.8305,0.894,0.9366,0.9564,0.9698,0.978
366,51_43,0.106,0.1924,0.3344,0.4806,0.5758,0.6436,0.715
367,51_58,0.138,0.4173,0.5894,0.7748,0.8472,0.8796,0.8905
368,51_59,0.11,0.5102,0.6592,0.7718,0.8233,0.8556,0.8725
369,51_6,0.583,0.583,0.75,0.778,0.778,0.778,0.84
370,51_60,0.356,0.6329,0.7805,0.867,0.8996,0.9194,0.937
371,52_15,0.237,0.4004,0.6215,0.7942,0.9026,0.943,0.975
372,52_16,0.184,0.6229,0.7872,0.8846,0.9246,0.947,0.9595
373,52_17,0.274,0.7033,0.7979,0.8512,0.8802,0.8994,0.914
